participant_id,competition_id,total_submissions,active_days,submissions_per_day,submission_avg_initial_days,avg_submissions_mid,submissions_end,median_score,top_score,lowest_score,gap_median_top,gap_lowest_top,peak_submissions_per_day,top_score_on_peak_day,peak_submissions_per_hour,top_score_on_peak_hour,claude_min_score,user_min_score_diff,above_below_claude_min,score_time_corr,time_to_best_score_hours,quiz_participation,final_rank,rank_to_submissions,rank_to_quiz_participation,description_rate,cheated
21,1,5,2,2.5,1.0,0.6666666666666666,0,1.0261291417423322,0.9436573179185626,1.0474850532511155,0.08247182382376961,0.10382773533255296,3,0.9436573179185626,1,0.9897638703436179,0.6612360539292966,0.2824212639892659,0,0.44151619759301386,7.44886397771436,2,20,4.0,6.666666666666667,0.6,0
22,2,2,2,1.0,0.0,0.0,1,0.5889309927247881,0.5629740955999626,0.6148878898496137,0.025956897124825518,0.051913794249651146,1,0.6148878898496137,1,0.6148878898496137,0.5405065023970689,0.02246759320289371,0,-0.9999999999999997,19.44808905969046,0,27,13.5,27.0,0.5,1
23,2,39,7,5.571428571428571,3.6666666666666665,2.0,0,1.2243517928251237,0.6358560505002296,2.481314476361081,0.5884957423248941,1.8454584258608513,8,1.2243517928251237,2,2.028519007261402,0.5405065023970689,0.09534954810316076,0,-0.5707463433326992,172.94555373110626,6,35,0.8974358974358975,5.0,0.949,0
24,2,10,7,1.4285714285714286,0.3333333333333333,1.3333333333333333,2,0.7711270435409406,0.4732615699711182,0.9917335630075459,0.29786547356982246,0.5184719930364277,2,0.9518832381608334,1,0.9377397402198796,0.5405065023970689,-0.0672449324259507,1,-0.9463223200607446,173.6399001167137,7,15,1.5,1.875,0.9,0
25,2,16,9,1.7777777777777777,1.3333333333333333,2.3333333333333335,3,1.555869406666193,0.8478124928419868,2.389923993758149,0.7080569138242063,1.5421115009161623,5,1.5190665467005597,1,2.389923993758149,0.5405065023970689,0.3073059904449179,0,-0.9550076759405188,221.98729616913536,3,41,2.5625,10.25,0.812,0
26,2,30,8,3.75,2.3333333333333335,1.6666666666666667,6,1.032755633742278,0.40116916117064816,2.3071378249249714,0.6315864725716299,1.9059686637543232,6,0.9730018507727947,2,1.0674868108956543,0.5405065023970689,-0.13933734122642072,1,-0.7779137196856036,182.69759441882326,9,4,0.13333333333333333,0.4,0.9,0
27,2,6,1,6.0,0.0,2.0,0,1.4447029590419957,1.376201812791152,1.5576651898776543,0.0685011462508438,0.1814633770865024,6,1.376201812791152,1,1.376201812791152,0.5405065023970689,0.8356953103940831,0,0.3204648216493118,0.0,4,43,7.166666666666667,8.6,0.667,0
28,2,7,1,7.0,0.0,0.0,0,0.5653145594990997,0.4691226939847168,0.6379169689422615,0.09619186551438291,0.16879427495754468,7,0.4691226939847168,2,0.5781491271568658,0.5405065023970689,-0.07138380841235209,1,-0.8446860379993518,7.634545199152825,1,14,2.0,7.0,0.286,1
29,2,15,8,1.875,1.0,2.6666666666666665,0,0.8981697324901078,0.6874193494820522,1.1964582168577356,0.2107503830080556,0.5090388673756834,4,0.7656352976104394,1,1.1964582168577356,0.5405065023970689,0.1469128470849833,0,-0.8790444573675409,173.63205893447488,10,36,2.4,3.272727272727273,0.867,0
30,2,2,1,2.0,0.0,0.0,0,0.49960029982097076,0.44384218393749664,0.5553584157044449,0.055758115883474124,0.11151623176694825,2,0.44384218393749664,1,0.5553584157044449,0.5405065023970689,-0.09666431845957224,1,-1.0,0.77071311870003,1,11,5.5,5.5,0.5,1
31,2,38,9,4.222222222222222,2.0,4.666666666666667,3,1.4632979570242781,0.5455218673718147,2.439747814758052,0.9177760896524634,1.894225947386237,8,1.0457065540337556,2,0.7972877803980666,0.5405065023970689,0.005015364974745862,0,-0.633649544483141,183.67761385543184,7,24,0.631578947368421,3.0,0.895,0
32,2,17,6,2.8333333333333335,2.6666666666666665,0.6666666666666666,7,1.3169724501316036,0.5061596388726678,1.8923860197475257,0.8108128112589358,1.386226380874858,7,0.5061596388726678,7,0.5061596388726678,0.5405065023970689,-0.03434686352440108,1,-0.9916330179228285,221.35852487183973,5,19,1.1176470588235294,3.1666666666666665,0.882,1
33,2,15,6,2.5,1.6666666666666667,1.6666666666666667,5,1.485234644760136,0.4337982858828524,1.9741759660489642,1.0514363588772835,1.5403776801661118,5,0.4337982858828524,4,0.4337982858828524,0.5405065023970689,-0.10670821651421647,1,-0.9944613406166642,214.36689846168986,7,9,0.6,1.125,0.733,1
34,2,18,6,3.0,1.0,1.0,0,1.3298213842017925,0.6092205158343608,2.430661595520052,0.7206008683674318,1.8214410796856915,6,0.6092205158343608,2,1.4001827941971978,0.5405065023970689,0.06871401343729189,0,-0.3297795048956074,158.9283397372572,7,31,1.7222222222222223,3.875,0.833,0
35,2,15,6,2.5,3.6666666666666665,0.6666666666666666,2,1.628916076774257,0.49695717239122844,1.8706528645476133,1.1319589043830285,1.3736956921563848,6,1.6648174255985302,2,0.49695717239122844,0.5405065023970689,-0.043549330005840436,1,-0.9884877371189253,226.1167988974727,4,18,1.2,3.6,0.867,1
36,2,13,7,1.8571428571428572,0.6666666666666666,1.6666666666666667,2,1.7924261061088964,0.6096341500206149,2.4558785665350786,1.1827919560882814,1.8462444165144638,3,1.7924261061088964,2,0.9884596810552373,0.5405065023970689,0.06912764762354606,0,-0.9787942803137344,177.7241182919185,8,32,2.4615384615384617,3.5555555555555554,0.769,0
37,2,5,2,2.5,1.6666666666666667,0.0,0,0.9374008070911811,0.8328843363703352,1.006643834636369,0.10451647072084591,0.17375949826603387,4,0.8328843363703352,1,0.9402915483817769,0.5405065023970689,0.29237783397326633,0,0.35713646048558506,7.0593726377319825,5,40,8.0,6.666666666666667,0.6,0
38,2,33,9,3.6666666666666665,3.3333333333333335,2.0,6,0.7146367164505175,0.5161930518152316,2.408662307734285,0.19844366463528595,1.8924692559190532,6,0.5161930518152316,2,2.333753139720252,0.5405065023970689,-0.024313450581837315,1,-0.6516226328913018,204.08519892474064,6,21,0.6363636363636364,3.0,0.909,0
39,2,19,8,2.375,1.0,2.6666666666666665,1,1.0833327918405402,0.5404802055656625,2.288248094114199,0.5428525862748778,1.7477678885485366,5,1.582398375684224,2,0.8795754218747063,0.5405065023970689,-2.6296831406424914e-05,1,-0.46633036813431045,189.9075710885444,8,23,1.2105263157894737,2.5555555555555554,0.947,0
40,2,18,6,3.0,2.3333333333333335,0.6666666666666666,0,0.6068128864013744,0.46509567096634413,2.3095713123217534,0.1417172154350303,1.8444756413554093,6,0.46509567096634413,2,0.46509567096634413,0.5405065023970689,-0.07541083143072475,1,-0.6957887235609737,167.32034298812297,9,13,0.7222222222222222,1.3,0.889,0
41,2,33,10,3.3,3.3333333333333335,4.0,3,0.5149224769926236,0.40692893701393174,1.347634865125038,0.10799353997869188,0.9407059281111063,4,0.7617793564307378,1,1.347634865125038,0.5405065023970689,-0.13357756538313714,1,-0.7907880821655171,224.2670542354858,7,5,0.15151515151515152,0.625,0.818,0
42,2,50,9,5.555555555555555,1.6666666666666667,4.666666666666667,8,0.8171963877802664,0.48434230679740753,2.369370841082377,0.33285408098285885,1.8850285342849695,10,0.5932898146275938,2,0.8597425553024577,0.5405065023970689,-0.05616419559966135,1,-0.7935476899387816,201.42117889451816,7,17,0.34,2.125,0.92,0
43,2,3,2,1.5,1.0,0.0,0,1.7261741534703923,1.6743860806527766,1.7337248693568486,0.05178807281761566,0.05933878870407194,2,1.6743860806527766,1,1.7337248693568486,0.5405065023970689,1.1338795782557076,0,-0.31955908687928386,3.2698352507387796,2,44,14.666666666666666,14.666666666666666,1.0,0
44,2,6,2,3.0,0.0,0.0,1,0.5025930835054759,0.42364435644334814,0.605444009347399,0.0789487270621278,0.1817996529040508,5,0.46225132614353737,1,0.605444009347399,0.5405065023970689,-0.11686214595372074,1,-0.9692971682100447,17.776290507884852,2,7,1.1666666666666667,2.3333333333333335,0.667,1
45,2,18,8,2.25,0.6666666666666666,3.0,3,0.78110262612424,0.6022982208162544,2.331817577309582,0.17880440530798558,1.7295193564933276,4,0.6972666029351448,1,0.7890773424376909,0.5405065023970689,0.061791718419185515,0,-0.49651959742816004,165.65272912328058,7,30,1.6666666666666667,3.75,0.889,0
46,2,24,8,3.0,0.3333333333333333,2.6666666666666665,1,1.3982305386577374,0.5875559073127776,2.4848827573980703,0.8106746313449598,1.8973268500852927,7,0.6507700819800011,2,2.0594533449060575,0.5405065023970689,0.04704940491570875,0,-0.7298796533859019,166.10737211471132,9,28,1.1666666666666667,2.8,0.875,0
47,2,27,10,2.7,2.3333333333333335,3.0,3,0.4880568640313318,0.435961214914136,1.0395192204593764,0.05209564911719583,0.6035580055452404,4,0.45292546201360123,1,1.0395192204593764,0.5405065023970689,-0.1045452874829329,1,-0.7509236175086788,138.41701684436424,8,10,0.37037037037037035,1.1111111111111112,0.741,0
48,2,29,8,3.625,1.0,4.0,6,0.9316470126842822,0.42012575088499426,2.3832512472188006,0.5115212617992879,1.9631254963338063,6,0.9316470126842822,2,0.6686705977590223,0.5405065023970689,-0.12038075151207461,1,-0.8056646807547828,183.75357679572488,6,6,0.20689655172413793,0.8571428571428571,0.897,0
49,2,33,9,3.6666666666666665,1.0,4.0,3,0.917588725198587,0.45496112744218786,2.2695779311903816,0.46262759775639917,1.8146168037481938,9,0.474984047890433,2,0.9522960555885561,0.5405065023970689,-0.08554537495488101,1,-0.8291684386448501,192.19953371300895,8,12,0.36363636363636365,1.3333333333333333,0.939,0
50,2,24,9,2.6666666666666665,0.6666666666666666,2.0,7,1.4211101724471442,0.7527882722985775,2.325813047252229,0.6683219001485667,1.5730247749536515,7,0.7527882722985775,1,1.473909781524936,0.5405065023970689,0.2122817699015086,0,-0.7184210211790824,194.91212181808064,9,38,1.5833333333333333,3.8,0.917,0
51,2,21,9,2.3333333333333335,1.6666666666666667,2.6666666666666665,0,1.503726252903502,0.6208575708896072,2.464242970855395,0.8828686820138948,1.8433853999657877,5,0.8070315956008426,2,2.235513948577653,0.5405065023970689,0.08035106849253837,0,-0.9783323244483714,197.67346950138102,5,33,1.5714285714285714,5.5,0.81,0
52,2,19,10,1.9,1.3333333333333333,1.3333333333333333,1,1.4564309049013886,0.5552131694920079,2.340382306366035,0.9012177354093807,1.7851691368740272,4,1.149824917187388,2,1.637063770796517,0.5405065023970689,0.014706667094939063,0,-0.9680532933216847,227.86449054956356,6,25,1.3157894736842106,3.5714285714285716,0.737,0
53,2,33,10,3.3,2.6666666666666665,4.0,4,0.486019661298572,0.39642207676609326,1.2950900894045403,0.08959758453247874,0.898668012638447,4,1.1789200201274168,2,1.1789200201274168,0.5405065023970689,-0.14408442563097562,1,-0.7780510174822934,145.605351005923,7,3,0.09090909090909091,0.375,0.879,0
54,2,8,2,4.0,0.0,0.0,0,0.581234974943841,0.5124981921479402,0.6424189906914956,0.06873678279590079,0.12992079854355532,5,0.5124981921479402,2,0.5533126490129794,0.5405065023970689,-0.028008310249128643,1,-0.8707740854801084,23.141524004313936,3,20,2.5,5.0,0.375,1
55,2,36,9,4.0,1.6666666666666667,4.333333333333333,4,1.471185189960867,0.6270133266555248,2.408681676718666,0.8441718633053422,1.7816683500631414,7,0.8630256221835975,3,2.2035871808201675,0.5405065023970689,0.0865068242584559,0,-0.4948246959907774,207.52724421331956,6,34,0.9444444444444444,4.857142857142857,0.889,0
56,2,18,8,2.25,2.3333333333333335,2.0,1,1.5707174560724837,0.7178989504395822,2.3395698407150585,0.8528185056329015,1.6216708902754764,5,1.957592125345276,1,2.3395698407150585,0.5405065023970689,0.1773924480425133,0,-0.9732362180544886,233.80139027473055,6,37,2.0555555555555554,5.285714285714286,0.778,0
57,2,12,5,2.4,2.6666666666666665,0.6666666666666666,2,1.596873773032652,0.42432239479032924,1.700545975806444,1.172551378242323,1.2762235810161149,5,1.619034899449704,2,0.42432239479032924,0.5405065023970689,-0.11618410760673964,1,-0.9680262752183442,220.94349880453538,6,8,0.6666666666666666,1.1428571428571428,0.667,1
58,2,26,8,3.25,1.0,3.6666666666666665,0,1.5148013988166584,0.47976719313949345,2.3034652470588974,1.035034205677165,1.8236980539194039,7,0.47976719313949345,2,0.9704016643606004,0.5405065023970689,-0.060739309257575425,1,-0.48500602469397025,174.73614165736234,9,16,0.6153846153846154,1.6,0.885,0
59,2,30,7,4.285714285714286,1.3333333333333333,1.3333333333333333,8,0.9220001770003685,0.5586656035195134,2.3161962984282174,0.36333457348085507,1.757530694908704,8,0.5586656035195134,2,0.5586656035195134,0.5405065023970689,0.018159101122444565,0,-0.8270370571760601,201.8769960236224,6,26,0.8666666666666667,3.7142857142857144,0.833,0
60,2,25,10,2.5,3.6666666666666665,2.3333333333333335,2,1.541199082868568,0.8311531353064114,2.3404417783602613,0.7100459475621566,1.50928864305385,6,1.6448968341728551,2,1.6448968341728551,0.5405065023970689,0.29064663290934256,0,-0.9657298561228418,217.1090016979047,6,39,1.56,5.571428571428571,0.68,0
61,2,6,1,6.0,0.0,0.0,0,0.5445546010768445,0.5338209408625875,0.5643993931768323,0.010733660214257035,0.03057845231424483,6,0.5338209408625875,2,0.5338209408625875,0.5405065023970689,-0.00668556153448141,1,0.0933083858834687,4.135941147999972,2,22,3.6666666666666665,7.333333333333333,0.333,1
62,2,33,10,3.3,3.6666666666666665,2.0,4,0.4445044948214018,0.3801680467582298,1.0623291404930597,0.06433644806317201,0.6821610937348299,4,0.789564836228095,1,1.015880887197592,0.5405065023970689,-0.16033845563883908,1,-0.8090316340915479,94.07041296384159,9,2,0.06060606060606061,0.2,0.909,0
63,2,25,9,2.7777777777777777,1.3333333333333333,2.3333333333333335,5,0.9292063108460813,0.5969349407097955,2.4471626530518265,0.3322713701362858,1.850227712342031,5,0.6831793084896067,2,0.9526265937929058,0.5405065023970689,0.05642843831272659,0,-0.8070853612147697,203.0507306060012,7,29,1.16,3.625,1.0,0
64,2,30,10,3.0,2.6666666666666665,2.6666666666666665,2,0.4579650887605673,0.3551304318791087,1.2795904942862713,0.1028346568814586,0.9244600624071626,4,1.173157123111736,1,1.1896206352063121,0.5405065023970689,-0.18537607051796018,1,-0.8258438146760065,142.31969884403395,8,1,0.03333333333333333,0.1111111111111111,0.8,0
65,2,20,9,2.2222222222222223,2.6666666666666665,2.3333333333333335,2,1.6540567871901894,0.9897749041896488,2.388393506226876,0.6642818830005407,1.3986186020372275,4,2.1788048318539324,1,2.388393506226876,0.5405065023970689,0.4492684017925799,0,-0.984067113513724,235.15637747074538,4,42,2.1,8.4,0.75,0
66,3,53,10,5.3,2.6666666666666665,5.666666666666667,9,1.076683487062801,0.6706847277505963,2.556199551056803,0.40599875931220475,1.885514823306207,9,0.6706847277505963,2,1.296948905140054,0.5110362684684611,0.15964845928213522,0,-0.6681343358776517,217.12587007719992,5,16,0.3018867924528302,2.6666666666666665,0.887,0
67,3,10,6,1.6666666666666667,0.3333333333333333,0.3333333333333333,2,1.4343453637897725,0.6231784814400352,2.329726133576507,0.8111668823497373,1.706547652136472,4,1.1224012284153937,2,1.6083103086908077,0.5110362684684611,0.11214221297157412,0,-0.9425233970007395,170.56098446443792,7,14,1.4,1.75,1.0,0
68,3,5,2,2.5,0.0,0.0,2,0.5287470954983395,0.4159501986862047,0.5834534245260345,0.11279689681213484,0.16750322583982985,3,0.5190557013168873,2,0.4159501986862047,0.5110362684684611,-0.09508606978225637,1,-0.6953060401911205,21.412536273557436,1,1,0.2,0.5,0.6,1
69,3,6,3,2.0,1.6666666666666667,0.3333333333333333,0,1.5123780608011428,1.4052534825921859,1.5885438575485469,0.10712457820895693,0.18329037495636102,4,1.4052534825921859,2,1.4052534825921859,0.5110362684684611,0.8942172141237248,0,-0.12417072783280585,9.545872121349852,3,21,3.5,5.25,0.333,0
70,3,14,5,2.8,2.3333333333333335,1.3333333333333333,3,1.5691793127738052,0.4419017196431027,2.0251185760277934,1.1272775931307024,1.5832168563846907,4,1.626687692557551,2,1.3596602950672585,0.5110362684684611,-0.06913454882535836,1,-0.9940545952583665,212.85862410991123,3,4,0.2857142857142857,1.0,0.714,1
71,3,9,6,1.5,0.6666666666666666,1.0,0,1.3962733575200383,0.5225639129404512,2.3719722298756043,0.8737094445795871,1.8494083169351532,3,1.5745116732792794,1,0.6815936504783431,0.5110362684684611,0.011527644471990173,0,-0.36434451900036835,152.02072947642924,7,11,1.2222222222222223,1.375,1.0,0
72,3,32,8,4.0,0.3333333333333333,2.3333333333333335,8,0.9872824795995148,0.7023070794054341,2.4708016412628,0.28497540019408063,1.768494561857366,8,0.7023070794054341,2,2.400276705340199,0.5110362684684611,0.19127081093697307,0,-0.6538880843596792,183.04097088354553,8,17,0.53125,1.8888888888888888,0.938,0
73,3,15,5,3.0,3.3333333333333335,0.6666666666666666,3,1.4671048931444726,0.44908985548282054,1.956872956684633,1.0180150376616521,1.5077831012018126,4,1.3257856589422092,3,0.44908985548282054,0.5110362684684611,-0.06194641298564052,1,-0.9885157031385738,217.498235804709,4,5,0.3333333333333333,1.0,0.733,1
74,3,4,1,4.0,0.0,0.0,4,0.5185342127478824,0.436586030456394,0.5994720007256822,0.08194818229148837,0.1628859702692882,4,0.436586030456394,3,0.436586030456394,0.5110362684684611,-0.07445023801206707,1,-0.9329060731534763,1.1267424066863896,0,3,0.75,3.0,0.75,1
75,3,6,5,1.2,0.3333333333333333,0.3333333333333333,1,1.152205723443584,0.631438598965392,2.2887589692458707,0.5207671244781921,1.6573203702804786,2,1.207992078576606,1,1.0964193683105623,0.5110362684684611,0.12040233049693094,0,-0.5703080029609147,161.50122124534764,5,15,2.5,2.5,1.0,0
76,3,11,9,1.2222222222222223,1.0,1.3333333333333333,2,1.5573988778652663,0.8401731871571279,2.384493513033698,0.7172256907081385,1.5443203258765703,2,1.7274052196749734,1,2.384493513033698,0.5110362684684611,0.3291369186886668,0,-0.9861589739004869,210.85782657695472,4,18,1.6363636363636365,3.6,0.364,0
77,3,38,9,4.222222222222222,0.6666666666666666,3.6666666666666665,6,0.9249993755631556,0.5135733198900785,2.579052181677962,0.4114260556730771,2.0654788617878834,10,0.8621094415484484,2,1.111867970634893,0.5110362684684611,0.00253705142161742,0,-0.7644774852634314,188.9632445796485,7,10,0.2631578947368421,1.25,0.947,0
78,3,17,8,2.125,2.6666666666666665,1.3333333333333333,2,1.678563937512854,0.8900393091641605,2.4849295925319987,0.7885246283486935,1.5948902833678382,3,2.089442773189297,1,2.4849295925319987,0.5110362684684611,0.37900304069569946,0,-0.9670189380205947,231.85123767352235,5,19,1.1176470588235294,3.1666666666666665,0.588,0
79,3,4,1,4.0,1.3333333333333333,0.0,0,1.169273818994062,1.0736217203885927,1.2238031931291897,0.0956520986054692,0.150181472740597,4,1.0736217203885927,2,1.1817337867286635,0.5110362684684611,0.5625854519201317,0,-0.13734583429774944,9.67300597259451,2,20,5.0,6.666666666666667,0.75,0
80,3,5,2,2.5,0.0,0.0,2,0.5527593231734493,0.49005285000792975,0.5541739797360282,0.06270647316551958,0.06412112972809847,3,0.49005285000792975,2,0.49005285000792975,0.5110362684684611,-0.02098341846053131,1,0.6916154835600593,0.5157662004963584,1,9,1.8,4.5,0.8,1
81,3,55,9,6.111111111111111,2.3333333333333335,5.0,6,1.3890937699248123,0.42655620217691187,2.571664232783241,0.9625375677479004,2.145108030606329,10,1.3252007470337874,2,0.6196225230945367,0.5110362684684611,-0.0844800662915492,1,-0.536981069711453,187.87281152627838,7,2,0.03636363636363636,0.25,0.909,0
82,3,14,5,2.8,3.0,0.3333333333333333,4,1.3617415163507767,0.4734028039519485,1.6653951188057727,0.8883387123988282,1.1919923148538243,5,1.4522392759045675,2,1.5458405187538142,0.5110362684684611,-0.03763346451651256,1,-0.9941130502541188,212.38625805748555,6,6,0.42857142857142855,0.8571428571428571,0.714,1
83,3,43,9,4.777777777777778,1.3333333333333333,3.6666666666666665,5,1.0087825377371766,0.4750799088208652,2.4550736208142623,0.5337026289163114,1.979993711993397,10,0.9564446151470208,2,1.140276638594341,0.5110362684684611,-0.03595635964759586,1,-0.8709107946966321,166.27705645637513,8,7,0.16279069767441862,0.7777777777777778,0.884,0
84,3,43,8,5.375,3.0,5.666666666666667,3,1.1006231272906506,0.5323983550824211,2.5782569186051516,0.5682247722082295,2.0458585635227307,10,0.622455515094254,3,0.6307316284398694,0.5110362684684611,0.021362086613959996,0,-0.7478407120640972,194.01773862861205,7,12,0.27906976744186046,1.5,0.791,0
85,3,17,7,2.4285714285714284,0.3333333333333333,2.0,3,1.3261148244577048,0.4791157568719638,2.6,0.8469990675857411,2.120884243128036,4,1.0785550817569824,2,1.2455827801638073,0.5110362684684611,-0.03192051159649728,1,-0.685726672896266,202.6162371340696,7,8,0.47058823529411764,1.0,0.706,0
86,3,3,1,3.0,0.0,0.0,0,0.568232496178496,0.5655829759077589,0.568658798031025,0.0026495202707371712,0.003075822123266181,3,0.5655829759077589,2,0.5655829759077589,0.5110362684684611,0.05454670743929779,0,-0.7741112289033685,2.724639023245487,2,13,4.333333333333333,4.333333333333333,0.667,1
