participant_id,competition_id,total_submissions,active_days,submissions_per_day,avg_submissions_mid,submissions_end,median_score,top_score,lowest_score,gap_median_top,gap_lowest_top,peak_submissions_per_day,top_score_on_peak_day,peak_submissions_per_hour,top_score_on_peak_hour,claude_min_score,user_min_score_diff,above_below_claude_min,score_time_corr,time_to_best_score_hours,quiz_participation,final_rank,rank_to_submissions,rank_to_quiz_participation,description_rate,cheated
12,1,7,2,3.5,0.6666666666666666,0,0.6257229125563216,0.47010165531017173,0.673510458214673,0.1556212572461499,0.2034088029045013,5,0.47010165531017173,1,0.673510458214673,0.6612360539292966,-0.1911343986191249,1,-0.8795337357402747,27.15855130163891,2,9,1.2857142857142858,3.0,0.714,1
13,1,23,9,2.5555555555555554,3.6666666666666665,4,1.666061023131172,0.9195976461173115,2.4155901579466716,0.7464633770138606,1.49599251182936,6,1.497338751365781,2,2.0552732622697927,0.6612360539292966,0.2583615921880149,0,-0.957712180586708,197.85727677556199,3,20,0.8695652173913043,5.0,0.652,0
14,1,43,7,6.142857142857143,7.666666666666667,4,1.3707470572609994,0.5856483229464353,2.464856218012462,0.7850987343145641,1.8792078950660267,10,0.7225628850694424,2,1.0435110948165853,0.6612360539292966,-0.07558773098286131,1,-0.6800260537791482,160.3195876755351,8,16,0.37209302325581395,1.7777777777777777,0.86,0
15,1,37,8,4.625,6.0,8,1.4630622882332138,0.5204222111767658,2.5250826191164695,0.942640077056448,2.0046604079397037,9,1.700956722330067,3,2.0886145837911085,0.6612360539292966,-0.14081384275253084,1,-0.7420639368942467,167.87244289234474,6,12,0.32432432432432434,1.7142857142857142,0.946,0
16,1,34,8,4.25,4.0,5,0.9175804531961117,0.5851249455737358,2.555167101412875,0.33245550762237586,1.9700421558391392,8,0.8560039278931393,2,0.9971530651808936,0.6612360539292966,-0.07611110835556079,1,-0.7381977509257325,164.900819751849,6,15,0.4411764705882353,2.142857142857143,0.971,0
17,1,46,8,5.75,6.666666666666667,8,0.8826497373430151,0.49855937995971333,2.524032416955749,0.3840903573833018,2.025473036996036,9,0.6299885914203955,2,0.7330908767715753,0.6612360539292966,-0.1626766739695833,1,-0.7599324530348354,184.7300801644309,8,11,0.2391304347826087,1.2222222222222223,0.891,0
18,1,8,1,8.0,0.0,8,0.601505417998939,0.4916446651189365,0.6514402748943054,0.10986075288000247,0.15979560977536894,8,0.4916446651189365,3,0.615652776615233,0.6612360539292966,-0.16959138881036012,1,-0.933949501111643,2.0708576773836285,1,10,1.25,5.0,0.625,1
19,1,13,5,2.6,2.0,4,1.517723804220049,0.4391586648615354,1.9981527463240125,1.0785651393585136,1.5589940814624772,4,0.4391586648615354,3,0.4391586648615354,0.6612360539292966,-0.22207738906776125,1,-0.9853230065822717,196.35824299066672,5,8,0.6153846153846154,1.3333333333333333,0.692,1
20,1,58,9,6.444444444444445,7.333333333333333,8,1.365067594552308,0.3921410964970565,2.541867139037787,0.9729264980552517,2.1497260425407303,14,0.9257073201849124,3,1.1559052989426957,0.6612360539292966,-0.26909495743224016,1,-0.7180520261777368,193.5673152534889,9,3,0.05172413793103448,0.3,0.948,0
21,1,25,8,3.125,4.333333333333333,2,1.2885845444130997,0.5725858606688804,2.4423595344695634,0.7159986837442193,1.8697736738006832,6,1.326610018995408,2,1.9074599425588659,0.6612360539292966,-0.08865019326041623,1,-0.626093095579322,193.94317929532914,9,14,0.56,1.4,0.84,0
22,2,16,9,1.7777777777777777,2.1,3,1.4937037775177864,0.8478124928419868,2.2655927354613357,0.6458912846757996,1.4177802426193489,5,1.4610452928287134,1,2.2655927354613357,0.6764158323054913,0.1713966605364955,0,-0.9536239243584017,221.98729616913536,3,38,2.375,9.5,0.812,0
23,2,30,8,3.75,1.5,6,1.032755633742278,0.40116916117064816,2.182806566628158,0.6315864725716299,1.7816374054575097,6,0.9730018507727947,2,1.0674868108956543,0.6764158323054913,-0.27524667113484313,1,-0.7892207451430049,182.69759441882326,9,2,0.06666666666666667,0.2,0.9,0
24,2,6,1,6.0,1.7999999999999998,0,1.4447029590419957,1.376201812791152,1.5576651898776543,0.0685011462508438,0.1814633770865024,6,1.376201812791152,1,1.376201812791152,0.6764158323054913,0.6997859804856607,0,0.3204648216493118,0.0,4,41,6.833333333333333,8.2,0.667,0
25,2,7,1,7.0,0.0,0,0.6129859876771183,0.4691226939847168,0.7738262988506839,0.14386329369240153,0.3047036048659671,7,0.4691226939847168,2,0.6914069020805512,0.6764158323054913,-0.2072931383207745,1,-0.917898510617619,7.634545199152825,1,13,1.8571428571428572,6.5,0.286,1
26,2,15,8,1.875,2.4,0,0.8981697324901078,0.6874193494820522,1.1964582168577356,0.2107503830080556,0.5090388673756834,4,0.7656352976104394,1,1.1964582168577356,0.6764158323054913,0.011003517176560895,0,-0.8790444573675409,173.63205893447488,10,35,2.3333333333333335,3.1818181818181817,0.867,0
27,2,2,1,2.0,0.0,0,0.567554964775182,0.44384218393749664,0.6912677456128673,0.12371278083768533,0.24742556167537066,2,0.44384218393749664,1,0.6912677456128673,0.6764158323054913,-0.23257364836799466,1,-1.0,0.77071311870003,1,8,4.0,4.0,0.5,1
28,2,38,9,4.222222222222222,4.2,3,1.432335244662316,0.5455218673718147,2.3154165564612383,0.8868133772905014,1.7698946890894236,8,1.0136030619971865,2,0.7972877803980666,0.6764158323054913,-0.13089396493367655,1,-0.6442387673425286,183.67761385543184,7,28,0.7368421052631579,3.5,0.895,0
29,2,17,6,2.8333333333333335,0.6,7,1.3169724501316036,0.5147846712897988,1.8923860197475257,0.8021877788418048,1.377601348457727,7,0.5147846712897988,7,0.5147846712897988,0.6764158323054913,-0.16163116101569253,1,-0.9862978087278885,221.89564390498205,5,21,1.2352941176470589,3.5,0.882,1
30,2,15,6,2.5,1.5,5,1.485234644760136,0.4388357635554039,1.9741759660489642,1.046398881204732,1.5353402024935603,5,0.4388357635554039,4,0.4388357635554039,0.6764158323054913,-0.23758006875008741,1,-0.9914502711573226,214.40736875316367,7,7,0.4666666666666667,0.875,0.733,1
31,2,18,6,3.0,0.8999999999999999,0,1.279295598865922,0.6092205158343608,2.3063303372232387,0.6700750830315613,1.697109821388878,6,0.6092205158343608,2,1.3448286202153474,0.6764158323054913,-0.06719531647113053,1,-0.34542011537881717,158.9283397372572,7,30,1.6666666666666667,3.75,0.833,0
32,2,15,6,2.5,0.6,2,1.628916076774257,0.49695717239122844,1.8706528645476133,1.1319589043830285,1.3736956921563848,6,1.6648174255985302,2,0.49695717239122844,0.6764158323054913,-0.17945865991426285,1,-0.983531098531404,226.1167988974727,4,18,1.2,3.6,0.867,1
33,2,13,7,1.8571428571428572,1.5,2,1.7169631513138461,0.6096341500206149,2.331547308238265,1.1073290012932313,1.7219131582176503,3,1.7169631513138461,2,0.9645454892207004,0.6764158323054913,-0.06678168228487635,1,-0.9783270880130256,177.7241182919185,8,31,2.3846153846153846,3.4444444444444446,0.769,0
34,2,5,2,2.5,0.0,0,0.9374008070911811,0.8328843363703352,1.006643834636369,0.10451647072084591,0.17375949826603387,4,0.8328843363703352,1,0.9402915483817769,0.6764158323054913,0.15646850406484392,0,0.35713646048558506,7.0593726377319825,5,37,7.4,6.166666666666667,0.6,0
35,2,33,9,3.6666666666666665,1.7999999999999998,6,0.7146367164505175,0.5161930518152316,2.2843310494374713,0.19844366463528595,1.7681379976222398,6,0.5161930518152316,2,2.209421881423439,0.6764158323054913,-0.16022278049025973,1,-0.6619826933298453,204.08519892474064,6,22,0.6666666666666666,3.142857142857143,0.909,0
36,2,19,8,2.375,2.4,1,1.0833327918405402,0.5404802055656625,2.174572945931995,0.5428525862748778,1.6340927403663326,5,1.5137769730979853,2,0.8795754218747063,0.6764158323054913,-0.13593562673982884,1,-0.48567759526128246,189.9075710885444,8,27,1.4210526315789473,3.0,0.947,0
37,2,18,6,3.0,0.6,0,0.6068128864013744,0.46509567096634413,2.18524005402494,0.1417172154350303,1.7201443830585958,6,0.46509567096634413,2,0.46509567096634413,0.6764158323054913,-0.21132016133914716,1,-0.7119075599852713,167.32034298812297,9,11,0.6111111111111112,1.1,0.889,0
38,2,33,10,3.3,3.5999999999999996,3,0.5149224769926236,0.40692893701393174,1.347634865125038,0.10799353997869188,0.9407059281111063,4,0.7617793564307378,1,1.347634865125038,0.6764158323054913,-0.26948689529155956,1,-0.7907880821655171,224.2670542354858,7,4,0.12121212121212122,0.5,0.818,0
39,2,50,9,5.555555555555555,4.2,8,0.8171963877802664,0.48434230679740753,2.2450395827855636,0.33285408098285885,1.760697275988156,11,0.5932898146275938,2,0.8597425553024577,0.6764158323054913,-0.19207352550808376,1,-0.8626902909088432,201.42117889451816,7,15,0.3,1.875,0.92,0
40,2,28,6,4.666666666666667,1.5,7,0.7267735583697713,0.5247307818367554,2.350458794477246,0.20204277653301594,1.8257280126404907,7,0.5247307818367554,2,1.197969298746892,0.6764158323054913,-0.15168505046873593,1,-0.8479262361399098,170.48669432475793,9,24,0.8571428571428571,2.4,0.857,0
41,2,4,1,4.0,0.0,0,0.5809768256505448,0.40397420811191664,0.7725204126036995,0.17700261753862812,0.3685462044917829,4,0.40397420811191664,1,0.7725204126036995,0.6764158323054913,-0.27244162419357465,1,-0.9298653196943585,20.041833086734215,2,3,0.75,1.0,0.5,1
42,2,45,9,5.0,5.3999999999999995,4,0.6858776186080331,0.5328047980387395,2.3390263897898396,0.1530728205692936,1.8062215917511,8,0.6243851246718232,2,0.6243851246718232,0.6764158323054913,-0.1436110342667518,1,-0.5895329371566462,193.34411991780226,9,26,0.5777777777777777,2.6,0.911,0
43,2,12,5,2.4,0.6,5,1.376988294444332,0.4464422370285018,2.0921589366951716,0.9305460574158302,1.64571669966667,5,0.4464422370285018,4,0.5101164285478288,0.6764158323054913,-0.22997359527698952,1,-0.9875265629457136,206.51712048012504,5,9,0.75,1.5,0.667,1
44,2,6,2,3.0,1.7999999999999998,0,1.8838401935919906,1.826449453000307,1.9805282416997747,0.05739074059168359,0.15407878869946767,3,1.861891060904236,2,1.861891060904236,0.6764158323054913,1.1500336206948156,0,0.11368850858786585,21.583870628230287,2,42,7.0,14.0,0.5,0
45,2,10,6,1.6666666666666667,0.6,2,1.42614091863186,0.42191880587861563,1.815068531169973,1.0042221127532445,1.3931497252913574,2,1.695158702694949,2,0.42191880587861563,0.6764158323054913,-0.25449702642687566,1,-0.9746260486554947,228.72975039479886,7,5,0.5,0.625,0.9,1
46,2,14,5,2.8,1.2,5,1.6201581061087111,0.4864274522182569,1.8813288128589984,1.1337306538904541,1.3949013606407417,5,0.4864274522182569,4,0.4864274522182569,0.6764158323054913,-0.1899883800872344,1,-0.9855505724506229,208.3476124379015,7,16,1.1428571428571428,2.0,0.5,1
47,2,30,8,3.75,4.5,6,0.7100678245607862,0.4562435198036545,2.3343527453096846,0.2538243047571317,1.87810922550603,7,0.5776845802361426,2,0.7943994237518275,0.6764158323054913,-0.22017231250183678,1,-0.5356309650939751,209.46948586951888,8,10,0.3333333333333333,1.1111111111111112,0.867,0
48,2,42,9,4.666666666666667,5.1,7,1.3403208827058963,0.49230355193492986,2.359742854446435,0.8480173307709664,1.8674393025115053,9,1.125131802998409,2,1.5615490974172015,0.6764158323054913,-0.18411228037056143,1,-0.6378715011055839,194.6562244412208,7,17,0.40476190476190477,2.125,0.952,0
49,2,23,8,2.875,3.0,2,1.4694781031078037,0.620403624070278,2.2085551772508336,0.8490744790375256,1.5881515531805555,4,1.8585960835372886,1,2.2085551772508336,0.6764158323054913,-0.056012208235213246,1,-0.9855613026587922,175.87742739988857,5,32,1.391304347826087,5.333333333333333,0.696,1
50,2,6,1,6.0,0.0,0,0.5989983706856938,0.4686904863870081,0.7488755323309592,0.13030788429868573,0.28018504594395105,6,0.4686904863870081,2,0.5742351392222508,0.6764158323054913,-0.20772534591848318,1,-0.9560294755502631,6.427032568966752,1,12,2.0,6.0,0.833,1
51,2,6,1,6.0,0.0,0,0.5658713049874371,0.47190023115720164,0.6525978759403113,0.09397107383023545,0.18069764478310962,6,0.47190023115720164,1,0.6525978759403113,0.6764158323054913,-0.20451560114828965,1,-0.9680613581298704,14.414403654860308,1,14,2.3333333333333335,7.0,0.5,1
52,2,14,6,2.3333333333333335,0.3,3,0.9220508896488526,0.634407967742602,2.347267160283982,0.2876429219062506,1.71285919254138,4,0.7543156382529081,2,0.8084739562609878,0.6764158323054913,-0.0420078645628893,1,-0.9558982233894975,181.6557898543441,8,33,2.357142857142857,3.6666666666666665,1.0,0
53,2,10,9,1.1111111111111112,0.6,1,1.3806008115741808,0.5064446663542937,2.3421943249054094,0.874156145219887,1.8357496585511157,2,1.1337799524808605,1,2.3421943249054094,0.6764158323054913,-0.16997116595119754,1,-0.9913928392765551,202.68660769916042,5,19,1.9,3.1666666666666665,0.8,1
54,2,28,10,2.8,2.6999999999999997,3,0.45747903577977744,0.39122141232851343,1.2677002539586142,0.06625762345126401,0.8764788416301008,4,0.459497043360874,1,1.2017611195171374,0.6764158323054913,-0.28519441997697786,1,-0.7767771501954593,208.35108787828239,9,1,0.03571428571428571,0.1,0.857,0
55,2,39,9,4.333333333333333,3.9,6,0.949232204257864,0.5834583238248152,2.294807561547761,0.3657738804330488,1.711349237722946,7,0.8798659516368225,2,1.010795330940627,0.6764158323054913,-0.09295750848067608,1,-0.8086786998018215,185.59896636378437,4,29,0.7435897435897436,5.8,0.846,0
56,2,24,8,3.0,0.8999999999999999,8,0.706121947469532,0.4275633415199357,2.131457964096541,0.27855860594959636,1.7038946225766054,8,0.4275633415199357,2,0.5811796920322031,0.6764158323054913,-0.2488524907855556,1,-0.7291217585254576,195.75537681563736,8,6,0.25,0.6666666666666666,0.958,0
57,2,9,5,1.8,1.2,2,1.495489309891724,0.7581667633909974,2.1692667561935326,0.7373225465007265,1.4110999928025352,3,1.2667119268489797,2,0.7581667633909974,0.6764158323054913,0.08175093108550613,0,-0.9283063670145644,191.47882932678894,6,36,4.0,5.142857142857143,0.778,0
58,2,20,7,2.857142857142857,2.6999999999999997,0,1.368209535889544,0.5106321737924148,2.2010911789755143,0.8575773620971293,1.6904590051830994,5,1.2939986206685838,2,1.8942846038312602,0.6764158323054913,-0.16578365851307653,1,-0.9866035469636513,178.24093057705855,3,20,1.0,5.0,0.55,0
59,2,7,6,1.1666666666666667,1.2,0,1.4999592414688359,0.9709678995053985,2.130891209689704,0.5289913419634373,1.1599233101843054,2,2.0821495490546784,1,0.9951293992121532,0.6764158323054913,0.29455206719990723,0,-0.24827837379616363,157.35158937724242,8,40,5.714285714285714,4.444444444444445,0.857,0
60,2,8,5,1.6,0.8999999999999999,1,0.6473652119841649,0.5325345128751356,0.8004917397328276,0.11483069910902921,0.26795722685769197,3,0.6562626885731715,2,0.7467038332543476,0.6764158323054913,-0.14388131943035565,1,-0.9573656561799131,174.39846647215063,7,25,3.125,3.125,0.5,0
61,2,18,9,2.0,2.1,0,1.471978315983769,0.6770851824815081,2.2232570457324687,0.7948931335022609,1.5461718632509607,4,1.9167269601917594,2,2.1185950144170365,0.6764158323054913,0.0006693501760167697,0,-0.9749495075742222,210.1695046211498,3,34,1.8888888888888888,8.5,0.667,0
62,2,48,10,4.8,3.9,6,1.2776804820360377,0.5186920503609057,2.3079352774609045,0.758988431675132,1.7892432270999987,9,1.593626693523564,2,0.8349668205841307,0.6764158323054913,-0.15772378194458558,1,-0.540002354271845,219.53840787460496,4,23,0.4791666666666667,4.6,0.938,0
63,2,7,5,1.4,0.3,1,1.0632979343928024,0.8522306461290526,2.1240129109076795,0.21106728826374976,1.271782264778627,2,1.203355279223423,1,2.1240129109076795,0.6764158323054913,0.17581481382356134,0,-0.8011615549840165,167.27961327378594,8,39,5.571428571428571,4.333333333333333,1.0,0
64,3,9,5,1.8,1.0,3,1.5118457429212226,0.48466191937750136,2.0515378532709905,1.0271838235437212,1.5668759338934892,3,0.48466191937750136,2,1.3740168494299196,0.6624081555443821,-0.1777462361668808,1,-0.9844008607764003,198.04827993917866,2,21,2.3333333333333335,7.0,0.778,1
65,3,28,9,3.111111111111111,4.333333333333333,2,0.44351613662642375,0.31758885210489096,0.9714433533547685,0.1259272845215328,0.6538545012498775,4,0.739380010283186,2,0.4268947453155319,0.6624081555443821,-0.3448193034394912,1,-0.7792180254425979,100.8224038360563,8,1,0.03571428571428571,0.1111111111111111,0.821,0
66,3,17,8,2.125,3.6666666666666665,1,1.2357179350443226,0.3938626039588569,2.276561281059518,0.8418553310854657,1.882698677100661,4,1.3872407368265869,1,2.276561281059518,0.6624081555443821,-0.26854555158552523,1,-0.6412531931444994,155.53212152876932,10,3,0.17647058823529413,0.2727272727272727,0.882,0
67,3,20,6,3.3333333333333335,3.6666666666666665,0,1.3445699099396609,1.0093575906827654,2.1931175512980867,0.33521231925689543,1.1837599606153213,4,1.0475134306796094,1,2.1931175512980867,0.6624081555443821,0.3469494351383833,0,-0.6195291559486641,145.98391614961423,9,43,2.15,4.3,0.85,0
68,3,6,3,2.0,2.0,0,1.7496210577330997,1.7034132549075582,1.8993975011310267,0.04620780282554149,0.19598424622346844,4,1.7034132549075582,1,1.8993975011310267,0.6624081555443821,1.041005099363176,0,-0.46248436176160457,28.207704545198865,2,45,7.5,15.0,0.5,0
69,3,3,3,1.0,1.0,0,1.5267621352085843,1.5243469657883986,1.5542208818043242,0.0024151694201857143,0.029873916015925595,1,1.5267621352085843,1,1.5267621352085843,0.6624081555443821,0.8619388102440164,0,0.28136269128257746,37.80534786905247,3,44,14.666666666666666,11.0,0.333,0
70,3,27,9,3.0,3.6666666666666665,2,0.5164832035301962,0.4515696326160661,1.0337006937564162,0.06491357091413008,0.5821310611403501,4,0.9390239700710856,2,0.46527458208277267,0.6624081555443821,-0.21083852292831606,1,-0.82696383995738,204.8874067031624,7,14,0.5185185185185185,1.75,0.889,0
71,3,37,7,5.285714285714286,6.333333333333333,5,1.1906925700649318,0.42389315270746847,2.3329167206356787,0.7667994173574633,1.9090235679282102,8,0.9667356032051475,3,1.9163915266082963,0.6624081555443821,-0.23851500283691368,1,-0.7429236711794104,178.10550452924548,8,5,0.13513513513513514,0.5555555555555556,0.946,0
72,3,24,7,3.4285714285714284,4.0,1,2.104555758877341,0.8688975011392882,2.378895328664246,1.2356582577380526,1.5099978275249577,6,1.1242371804694784,1,2.220754341170516,0.6624081555443821,0.20648934559490606,0,-0.6079369624340248,158.63536975480596,9,42,1.75,4.2,0.917,0
73,3,13,5,2.6,0.6666666666666666,6,0.9916239830164546,0.43399905097611186,1.71335766296472,0.5576249320403428,1.2793586119886082,6,0.43399905097611186,4,0.43399905097611186,0.6624081555443821,-0.2284091045682703,1,-0.9765415414323798,200.1535487203968,7,12,0.9230769230769231,1.5,0.615,1
74,3,31,9,3.4444444444444446,4.333333333333333,4,0.5908002438197982,0.5343814263769062,0.9666093983890663,0.05641881744289201,0.4322279720121601,4,0.9003381567006408,2,0.698734355513042,0.6624081555443821,-0.12802672916747593,1,-0.766702117876274,90.20843098316082,8,27,0.8709677419354839,3.0,0.71,0
75,3,14,5,2.8,1.3333333333333333,7,0.9004992068936006,0.4701643819455474,2.224576176211522,0.43033482494805325,1.7544117942659747,7,0.4701643819455474,4,0.5747209807774623,0.6624081555443821,-0.19224377359883477,1,-0.979529979019082,178.0805743448539,5,16,1.1428571428571428,2.6666666666666665,0.643,1
76,3,30,9,3.3333333333333335,4.666666666666667,2,0.5891688668012551,0.46791451962351766,1.329901335245644,0.12125434717773748,0.8619868156221262,4,1.2302131727639092,2,0.4858041042643019,0.6624081555443821,-0.1944936359208645,1,-0.8337358538375432,92.81420512084857,9,15,0.5,1.5,0.833,0
77,3,10,6,1.6666666666666667,1.6666666666666667,0,1.4834430559073897,0.7584866941596393,2.1608758927735723,0.7249563617477504,1.402389198613933,2,2.048725165826992,2,1.7358393082243584,0.6624081555443821,0.09607853861525717,0,-0.9866125385557776,174.2494855626684,4,41,4.1,8.2,0.6,1
78,3,17,6,2.8333333333333335,3.3333333333333335,0,1.4830847590153786,0.5994154903413285,2.264733129385239,0.8836692686740502,1.6653176390439106,5,1.33996489588064,2,1.8045311433861568,0.6624081555443821,-0.06299266520305369,1,-0.9627912674159768,184.47674285927533,5,31,1.8235294117647058,5.166666666666667,0.706,0
79,3,20,8,2.5,4.333333333333333,1,1.5191273200806952,0.6324273792470617,2.240934389302506,0.8866999408336335,1.6085070100554444,5,1.6773884963970984,1,2.1782443183363873,0.6624081555443821,-0.029980776297320433,1,-0.9777839663947668,163.4452500202739,5,38,1.9,6.333333333333333,0.6,0
80,3,24,7,3.4285714285714284,3.6666666666666665,3,1.0329851389124776,0.599692699881327,2.077668588758598,0.43329243903115056,1.477975888877271,7,0.7364552268095266,1,0.8880571297919587,0.6624081555443821,-0.06271545566305514,1,-0.7647956834980123,149.89570894728953,9,32,1.3333333333333333,3.2,0.917,0
81,3,25,7,3.5714285714285716,5.666666666666667,3,1.1311560558576392,0.4260181167721073,2.356757327609488,0.7051379390855319,1.9307392108373806,6,1.5459407750449994,2,0.7172490978264193,0.6624081555443821,-0.23639003877227482,1,-0.3997275579769863,153.2540046295658,7,8,0.32,1.0,0.92,0
82,3,27,9,3.0,4.0,2,0.5181592909409024,0.4257670074615847,1.3054779357841255,0.09239228347931772,0.8797109283225408,4,1.2383029549899547,2,1.2726468844349388,0.6624081555443821,-0.23664114808279746,1,-0.7984573205937227,142.63581768258135,8,7,0.25925925925925924,0.7777777777777778,0.852,0
83,3,22,7,3.142857142857143,5.0,3,1.4115661449380894,0.5417321166984077,2.2200732683251156,0.8698340282396817,1.678341151626708,7,1.0353292668835055,2,2.0227549449529554,0.6624081555443821,-0.12067603884597444,1,-0.8130434279948574,184.1601551494155,6,28,1.2727272727272727,4.0,0.909,0
84,3,11,6,1.8333333333333333,1.3333333333333333,0,0.7974449503809039,0.619723879524567,1.411758566836594,0.17772107085633693,0.792034687312027,3,0.7258329160480719,2,0.7258329160480719,0.6624081555443821,-0.04268427601981517,1,-0.872281065276086,137.55778747117142,8,36,3.272727272727273,4.0,0.727,0
85,3,25,9,2.7777777777777777,4.0,2,0.49846019197152214,0.419980918524963,1.2221728846877826,0.07847927344655914,0.8021919661628196,4,0.9071076552861326,2,0.950268971641464,0.6624081555443821,-0.24242723701941915,1,-0.8329922368554267,136.8821202296778,9,4,0.16,0.4,1.0,0
86,3,16,6,2.6666666666666665,3.3333333333333335,3,1.4184030740003557,0.42519338733047496,1.8028164833090337,0.9932096866698807,1.3776230959785587,5,1.2434405541729578,2,0.42519338733047496,0.6624081555443821,-0.2372147682139072,1,-0.9812490422641691,200.664963698375,5,6,0.375,1.0,0.625,1
87,3,28,7,4.0,3.0,10,0.9024209475362751,0.6129039866109145,2.3368965040114817,0.2895169609253606,1.7239925174005672,10,0.6129039866109145,3,0.6317050465822543,0.6624081555443821,-0.04950416893346765,1,-0.8507334602662829,196.12654848984965,9,35,1.25,3.5,0.929,0
88,3,15,7,2.142857142857143,2.3333333333333335,2,0.7685251800867785,0.6274180485554526,2.3218824877277275,0.14110713153132592,1.694464439172275,3,0.7685251800867785,2,0.6425250750506071,0.6624081555443821,-0.03499010698892957,1,-0.6697896452539353,94.44311361024964,8,37,2.466666666666667,4.111111111111111,1.0,0
89,3,12,7,1.7142857142857142,2.3333333333333335,2,1.4270343935480603,0.522322626026943,2.2524920450336046,0.9047117675211173,1.7301694190066614,4,1.648016857961396,2,1.9071633150394438,0.6624081555443821,-0.14008552951743913,1,-0.9601195476158534,173.94756548015079,5,25,2.0833333333333335,4.166666666666667,0.583,0
90,3,41,7,5.857142857142857,5.0,11,0.723197030247881,0.6071521213807165,2.30631973332649,0.11604490886716445,1.6991676119457735,11,0.6071521213807165,2,0.6572315316305366,0.6624081555443821,-0.055256034163665646,1,-0.784055367086556,183.43349217305143,8,33,0.8048780487804879,3.6666666666666665,0.854,0
91,3,29,8,3.625,4.666666666666667,6,0.6282352780501372,0.5087156816716231,2.170097374677666,0.11951959637851417,1.6613816930060428,6,0.5338353167852818,2,1.079296187857234,0.6624081555443821,-0.15369247387275908,1,-0.6731481310125209,140.6964313260186,9,24,0.8275862068965517,2.4,0.897,0
