participant_id,competition_id,total_submissions,active_days_pct,submissions_per_day,submission_avg_initial_days,avg_submissions_mid,submissions_end,median_score,top_score,lowest_score,gap_median_top,gap_lowest_top,peak_submissions_per_day,top_score_on_peak_day,peak_submissions_per_hour,top_score_on_peak_hour,claude_min_score,user_min_score_diff,above_below_claude_min,score_time_corr,time_to_best_score_hours,submissions_pre_jump,submissions_post_jump,leap_size,post_jump_score_repetition,quiz_participation_pct,final_rank,rank_to_submissions,rank_to_quiz_participation,description_rate,archetype
11,1,28,80.0,3.5,2.6666666666666665,3.3333333333333335,2,0.479200488993973,0.4132782794871158,0.732295054506239,0.06592220950685718,0.3190167750191232,4,0.7048793326118239,2,0.468608243531263,0.5959407008493431,-0.18266242136222732,1,-0.6669665010942624,101.60229192920585,4,24,0.15767295141043935,0.0,60.0,3,0.10714285714285714,0.42857142857142855,0.821,daily_sprinter
12,1,16,60.0,2.6666666666666665,1.6666666666666667,1.0,7,1.1496264055324488,0.5799970781106929,2.2987233685786648,0.5696293274217559,1.7187262904679719,7,0.5799970781106929,3,0.6328572116476121,0.5959407008493431,-0.015943622738650243,1,-0.9882260678189854,204.32734984921493,6,10,0.35918984156868716,0.0,30.0,13,0.8125,3.25,0.688,ai_dump_sincere_start
13,1,21,90.0,2.3333333333333335,2.0,1.6666666666666667,1,0.6212332123708146,0.49283229246460847,2.4075107151532387,0.12840091990620617,1.9146784226886302,5,0.49283229246460847,1,0.7011093771930227,0.5959407008493431,-0.10310840838473467,1,-0.20698521297593,54.12077929903245,7,14,1.609323587779179,0.7890947761936731,70.0,8,0.38095238095238093,1.0,0.857,hardworker
14,1,9,40.0,2.25,0.0,2.3333333333333335,0,0.724207535041478,0.5389754933758506,1.0454915795018425,0.18523204166562734,0.5065160861259919,3,0.6663028364611533,1,0.8596373745958285,0.5959407008493431,-0.05696520747349254,1,-0.564586312969284,31.549064740580945,3,6,0.5065160861259919,0.0,80.0,11,1.2222222222222223,1.2222222222222223,0.778,hardworker
15,1,23,100.0,2.3,2.0,2.3333333333333335,1,0.4983646960106367,0.42943527302477014,0.7789248503285915,0.06892942298586657,0.34948957730382135,4,0.42943527302477014,1,0.7789248503285915,0.5959407008493431,-0.166505427824573,1,-0.701222712606122,89.39716342342584,7,16,0.139011453372339,0.6710998331198788,70.0,6,0.2608695652173913,0.75,0.783,daily_sprinter
16,1,14,60.0,2.3333333333333335,1.3333333333333333,0.6666666666666666,0,0.7430416872857444,0.5408018146386959,2.2254247571294674,0.20223987264704846,1.6846229424907715,8,0.5408018146386959,6,0.5408018146386959,0.5959407008493431,-0.05513888621064722,1,-0.9952266395987522,185.2126530088594,6,8,0.7892607486972191,0.685666162161942,50.0,12,0.8571428571428571,2.0,0.714,ai_dump_sincere_start
17,1,2,20.0,1.0,0.3333333333333333,0.3333333333333333,0,1.2445662475113126,1.2445662475113126,1.2445662475113126,0.0,0.0,1,1.2445662475113126,1,1.2445662475113126,0.5959407008493431,0.6486255466619695,0,0.0,0.0,2,0,0.0,0.0,70.0,19,9.5,2.375,0.5,hardworker
18,1,9,70.0,1.2857142857142858,0.6666666666666666,0.3333333333333333,2,0.7367992953927861,0.6413419884223626,2.373371121222252,0.09545730697042354,1.7320291327998893,2,0.7312212551240725,1,2.373371121222252,0.5959407008493431,0.04540128757301942,0,-0.6999249255697407,154.02007392656344,1,8,1.4794746181656337,0.0,70.0,15,1.6666666666666667,1.875,1.0,benchmark_tweaker
19,1,25,70.0,3.5714285714285716,1.3333333333333333,2.3333333333333335,7,0.5379255171670859,0.4213148554248244,0.7637889721818812,0.11661066174226153,0.34247411675705686,7,0.44961059524944375,2,0.4213148554248244,0.5959407008493431,-0.17462584542451876,1,-0.19410673466341194,102.61080632600115,14,11,0.2163486181408527,0.3541863119735389,70.0,5,0.2,0.625,0.84,consistent_ai_leap
20,2,9,30.0,3.0,0.0,2.3333333333333335,0,0.6330078438443756,0.44862148604270835,2.019329490419132,0.18438635780166723,1.5707080043764234,4,0.6906282237386958,1,2.019329490419132,0.6896370824850568,-0.2410155964423485,1,-0.6632025030073443,51.721279842414376,1,8,1.2103791050758752,0.0,30.0,8,0.8888888888888888,2.0,0.889,late_joiner_dangerous
21,2,26,100.0,2.6,2.3333333333333335,2.3333333333333335,4,0.5467317386090744,0.4066522044490416,0.7378181430710702,0.14007953416003283,0.3311659386220286,4,0.4933005888899153,2,0.5468449830362618,0.6896370824850568,-0.28298487803601524,1,-0.6448987499450404,214.93570299891041,23,3,0.24671498210507792,0.24529153962066808,60.0,4,0.15384615384615385,0.5714285714285714,0.885,daily_sprinter
22,2,3,30.0,1.0,0.0,0.3333333333333333,0,1.0976401938513338,0.7655100002109396,1.1301982351355981,0.3321301936403942,0.3646882349246585,1,1.0976401938513338,1,1.0976401938513338,0.6896370824850568,0.07587291772588278,0,-0.7289212390535846,61.646004790833246,3,0,0.0,0.0,30.0,20,6.666666666666667,5.0,0.667,consistent_ai_leap
23,2,13,70.0,1.8571428571428572,0.6666666666666666,1.0,3,0.7100208099250743,0.5105514765098393,0.8142480064259188,0.19946933341523498,0.3036965299160794,3,0.6712479500215434,2,0.5647367353843084,0.6896370824850568,-0.1790856059752175,1,-0.6346936626645966,171.20321133889132,11,2,0.1671828733146702,0.4961682041470046,40.0,11,0.8461538461538461,2.2,0.923,hardworker
24,2,26,90.0,2.888888888888889,3.0,1.0,2,0.7735430244417377,0.6535899992458548,2.3189118055203863,0.11995302519588291,1.6653218062745316,6,0.6694352446887586,1,2.2673908982106457,0.6896370824850568,-0.03604708323920203,1,-0.5747393895959764,204.9129730318338,3,23,1.5231717642296678,0.0,70.0,18,0.6923076923076923,2.25,0.731,benchmark_tweaker
25,2,29,60.0,4.833333333333333,2.3333333333333335,0.0,7,0.5854633035249722,0.43731416144444757,1.0085897289040768,0.14814914208052465,0.5712755674596293,9,0.43731416144444757,2,0.48596619687575815,0.6896370824850568,-0.25232292104060927,1,-0.6399215717342186,163.33834958618485,7,22,0.4273329803011663,0.2690655009249402,60.0,6,0.20689655172413793,0.8571428571428571,0.793,hardworker
26,2,14,50.0,2.8,1.6666666666666667,1.0,0,0.5828169189611923,0.40228530672613594,1.0137367909115507,0.18053161223505632,0.6114514841854147,5,0.5441724670206071,1,1.0137367909115507,0.6896370824850568,-0.2873517757589209,1,-0.5900416735566959,78.76867997375638,2,12,0.4513605343524,0.0,50.0,3,0.21428571428571427,0.5,0.786,hardworker
27,2,8,20.0,4.0,0.6666666666666666,2.0,0,0.7736951968527749,0.7010258910981226,2.2252560401226704,0.07266930575465225,1.5242301490245478,6,0.7010258910981226,1,1.0457643974353268,0.6896370824850568,0.011388808613065793,0,-0.6078816182397702,7.252423039497586,2,6,1.5242301490245478,0.9097119160356336,30.0,19,2.375,4.75,0.625,low_interest_quitter
28,2,52,80.0,6.5,4.0,5.333333333333333,0,0.6266660284860595,0.3198273277746104,1.2262165292970804,0.30683870071144903,0.9063892015224699,10,0.4854620960454349,2,0.6955609245354417,0.6896370824850568,-0.3698097547104464,1,-0.6476697226127838,176.74661035539305,1,51,0.6401105368605841,0.0,60.0,1,0.019230769230769232,0.14285714285714285,0.788,consistent_late_breakthrough
29,2,34,100.0,3.4,2.6666666666666665,3.0,3,0.5963600795631565,0.40225463898922953,2.2603878530943047,0.19410544057392698,1.858133214105075,9,0.40225463898922953,2,0.710646277265478,0.6896370824850568,-0.2873824434958273,1,-0.15451457946493766,144.93566803952996,15,19,1.8389588674044903,0.6812317763393808,70.0,2,0.058823529411764705,0.25,0.647,consistent_ai_leap
30,2,7,30.0,2.3333333333333335,2.0,0.3333333333333333,0,0.7388535230822046,0.5658666680212517,1.0613293646627362,0.1729868550609529,0.49546269664148446,3,0.7659452541905544,1,1.0613293646627362,0.6896370824850568,-0.1237704144638051,1,-0.9387996862937171,39.71789867028841,2,5,0.27823591108723245,0.0,20.0,15,2.142857142857143,5.0,1.0,low_interest_quitter
31,2,27,100.0,2.7,2.6666666666666665,4.0,2,0.7131958533718059,0.49722581565526525,2.2420046837959404,0.21597003771654066,1.744778868140675,6,0.631542128014402,2,0.8100092794938907,0.6896370824850568,-0.1924112668297916,1,-0.6907551617518892,223.7304653721976,3,24,1.1269245768851734,0.0,60.0,10,0.37037037037037035,1.4285714285714286,0.778,benchmark_tweaker
32,2,32,90.0,3.5555555555555554,1.0,5.333333333333333,3,0.715245813053283,0.5341540539094787,1.0118127375129828,0.18109175914380438,0.47765868360350416,7,0.579225586013395,3,0.5891059411677257,0.6896370824850568,-0.15548302857557816,1,-0.5281273814436385,158.6934293029033,15,17,0.40772302668896265,0.21067779541116638,60.0,14,0.4375,2.0,0.75,hardworker
33,2,21,90.0,2.3333333333333335,2.0,2.0,2,0.5214790794915758,0.43865171406794323,0.876366905541086,0.08282736542363256,0.43771519147314275,4,0.43865171406794323,1,0.876366905541086,0.6896370824850568,-0.2509853684171136,1,-0.8333852947805184,113.03374116886563,6,15,0.16036399164263404,0.6176767665033852,40.0,7,0.3333333333333333,1.4,0.762,daily_sprinter
34,2,58,100.0,5.8,4.333333333333333,5.0,5,0.6408723281571922,0.4372178049537284,0.9650387064449246,0.20365452320346378,0.5278209014911962,10,0.4372178049537284,3,0.7151597643156121,0.6896370824850568,-0.2524192775313284,1,-0.5285515902936782,98.92936707739213,16,42,0.37425621383290775,0.0,60.0,5,0.08620689655172414,0.7142857142857143,0.879,hardworker
35,2,16,70.0,2.2857142857142856,2.0,1.0,5,1.789919196475549,0.5256936124577211,2.321039767398333,1.264225584017828,1.7953461549406122,5,0.5256936124577211,3,0.5256936124577211,0.6896370824850568,-0.16394347002733578,1,-0.8435251495220898,201.0825518630948,12,4,1.1971574675560932,0.5655974038630482,50.0,13,0.8125,2.1666666666666665,0.812,ai_dump_sincere_start
36,2,11,50.0,2.2,0.6666666666666666,2.3333333333333335,0,0.8263400209809291,0.6033250751662298,1.1393885439935492,0.22301494581469927,0.5360634688273194,6,0.6348693230415288,1,0.847931211961327,0.6896370824850568,-0.08631200731882704,1,-0.5989768479945405,128.5800303428556,9,2,0.5360634688273194,1.0,20.0,17,1.5454545454545454,5.666666666666667,0.818,hardworker
37,2,14,60.0,2.3333333333333335,1.6666666666666667,1.3333333333333333,0,0.7566185018097737,0.5798478911645971,2.269060833080572,0.17677061064517663,1.689212941915975,4,0.6947977885107235,1,0.5798478911645971,0.6896370824850568,-0.10978919132045972,1,0.3562825759325195,0.0,5,9,0.17371154544854817,0.0,70.0,16,1.1428571428571428,2.0,0.571,hardworker
38,2,20,50.0,4.0,4.666666666666667,0.6666666666666666,4,1.530850248361979,0.5219457025715959,2.466621821785149,1.0089045457903831,1.9446761192135533,7,1.272261881441175,2,1.5083221321959817,0.6896370824850568,-0.16769137991346095,1,-0.48082418375936,229.99302313225195,17,3,1.7819575664368803,0.7404587637111892,100.0,12,0.6,1.0909090909090908,0.85,ai_dump_sincere_start
39,2,23,80.0,2.875,1.3333333333333333,1.6666666666666667,7,0.7664267002631425,0.4861000639445394,1.130059010588327,0.2803266363186031,0.6439589466437876,7,0.663000750430505,2,0.5921477620944914,0.6896370824850568,-0.20353701854051742,1,-0.25017540496283475,128.79850258809296,1,22,0.48292069407919336,0.0,40.0,9,0.391304347826087,1.8,0.826,consistent_ai_leap
40,3,28,90.0,3.111111111111111,3.0,1.6666666666666667,3,0.42873806486019955,0.34591961536210647,0.7646146606149979,0.08281844949809308,0.4186950452528915,4,0.5986037737716757,2,0.647535133310358,0.6239613093357033,-0.2780416939735968,1,-0.8548403125116805,167.4567979733769,10,18,0.11384825904626095,0.5931744842704383,70.0,2,0.07142857142857142,0.25,0.857,daily_sprinter
41,3,9,60.0,1.5,0.6666666666666666,1.3333333333333333,1,0.7126040558356466,0.6135933495789709,2.2160326551320697,0.09901070625667563,1.6024393055530988,2,0.7321832062103726,2,0.6912993971546263,0.6239613093357033,-0.010367959756732326,1,-0.5665971506760173,176.36460040799307,1,8,1.4838494489216971,0.10070061934104346,40.0,21,2.3333333333333335,4.2,0.889,benchmark_tweaker
42,3,5,20.0,2.5,1.6666666666666667,0.0,0,0.9116027625016413,0.7122871810218974,1.1682795053226436,0.19931558147974393,0.4559923243007462,3,0.7122871810218974,1,0.9730642722678227,0.6239613093357033,0.0883258716861941,0,-0.7484704823664654,16.772597486397956,2,3,0.4559923243007462,0.12684371974997788,30.0,23,4.6,5.75,0.4,low_interest_quitter
43,3,24,90.0,2.6666666666666665,2.6666666666666665,3.0,2,0.5577286794609194,0.49612449334304337,2.313214281595817,0.06160418611787605,1.817089788252774,4,0.5202247175748754,2,0.5534246497057853,0.6239613093357033,-0.1278368159926599,1,-0.12585403244556134,126.18801633974684,14,10,1.7740057813681047,0.8882082948349709,60.0,14,0.5833333333333334,2.0,0.75,daily_sprinter
44,3,3,20.0,1.5,0.0,0.0,2,1.245939687661243,1.1679877028225685,1.245939687661243,0.07795198483867449,0.07795198483867449,2,1.1679877028225685,1,1.245939687661243,0.6239613093357033,0.5440263934868652,0,-0.51571425888762,59.93746952053576,3,0,0.0,0.0,60.0,25,8.333333333333334,3.5714285714285716,0.0,hardworker
45,3,8,60.0,1.3333333333333333,1.3333333333333333,0.6666666666666666,1,0.5770862514651124,0.49544948668253264,2.2713869593705915,0.08163676478257975,1.7759374726880588,3,0.7075062193890405,1,2.2713869593705915,0.6239613093357033,-0.12851182265317063,1,-0.47037074669001905,93.28055785852926,1,7,1.478592096989618,0.0,50.0,13,1.625,2.1666666666666665,0.625,benchmark_tweaker
46,3,10,60.0,1.6666666666666667,2.3333333333333335,0.3333333333333333,1,0.6019601761225952,0.48221235560173087,2.185156707914208,0.11974782052086436,1.702944352312477,4,0.5939051574768301,1,2.185156707914208,0.6239613093357033,-0.1417489537339724,1,-0.44954264546108075,203.3569041084197,1,9,1.3047574444283918,0.0,50.0,11,1.1,1.8333333333333333,0.7,benchmark_tweaker
47,3,17,100.0,1.7,1.6666666666666667,1.3333333333333333,1,0.6735817869204416,0.512634019957636,2.270702581172029,0.16094776696280555,1.7580685612143931,5,0.512634019957636,1,2.1459808312991466,0.6239613093357033,-0.11132728937806724,1,-0.7297486374987207,191.3060210581228,3,14,1.4824680132828645,0.0,70.0,15,0.8823529411764706,1.875,0.647,benchmark_tweaker
48,3,19,80.0,2.375,2.6666666666666665,3.0,0,0.5509036666725877,0.4377769396489223,0.8059410163724372,0.11312672702366544,0.3681640767235149,4,0.5509036666725877,1,0.6983415327865288,0.6239613093357033,-0.18618436968678098,1,-0.8310740316157399,134.54296061638394,3,16,0.17810193857341394,0.04755801696986517,60.0,6,0.3157894736842105,0.8571428571428571,0.737,daily_sprinter
49,3,23,100.0,2.3,1.6666666666666667,2.6666666666666665,2,0.5385081778976848,0.4154225349805688,0.762323961093085,0.12308564291711599,0.3469014261125162,4,0.46830772275770105,1,0.6595135943717794,0.6239613093357033,-0.20853877435513446,1,-0.6865405505967574,167.05862061566677,4,19,0.16956544499409998,0.0,50.0,3,0.13043478260869565,0.5,0.739,daily_sprinter
50,3,12,50.0,2.4,0.0,0.6666666666666666,4,0.7661209949454515,0.6563529582310804,2.1543932819329905,0.10976803671437108,1.4980403237019102,4,0.6867472553163317,2,0.6563529582310804,0.6239613093357033,0.032391648895377156,0,-0.15358339495268195,94.74144931325684,8,4,1.4358499598000545,0.9645391778873357,90.0,22,1.8333333333333333,2.2,0.417,consistent_ai_leap
51,3,25,70.0,3.5714285714285716,1.6666666666666667,5.0,3,0.7455049710634026,0.4662577844352882,1.0528262063396565,0.27924718662811443,0.5865684219043683,7,0.573378393200601,2,0.5955755237842388,0.6239613093357033,-0.15770352490041506,1,-0.5557488129748053,158.71701810205647,2,23,0.3157113924040855,0.0,70.0,9,0.36,1.125,0.84,hardworker
52,3,45,70.0,6.428571428571429,2.0,7.0,8,0.6220406588707783,0.45598899352388955,1.0037109865688651,0.16605166534688875,0.5477219930449756,10,0.45598899352388955,3,0.5335993112863191,0.6239613093357033,-0.1679723158118137,1,-0.5051129308131996,55.27324707616794,1,44,0.4162949100508194,0.0,50.0,7,0.15555555555555556,1.1666666666666667,0.622,consistent_ai_leap
53,3,15,50.0,3.0,0.3333333333333333,0.0,6,0.6498645425800529,0.54833796282414,0.928425282894026,0.10152657975591284,0.380087320069886,6,0.54833796282414,2,0.5514435041271448,0.6239613093357033,-0.07562334651156322,1,-0.09478260394392944,145.06649597189735,12,3,0.27685351424136273,1.0,40.0,17,1.1333333333333333,3.4,1.0,hardworker
54,3,21,90.0,2.3333333333333335,0.6666666666666666,3.6666666666666665,3,0.6199911343901716,0.5933244370218212,1.0514169342724544,0.026666697368350367,0.45809249725063317,5,0.5933244370218212,3,0.5933244370218212,0.6239613093357033,-0.030636872313882013,1,-0.4095419973891952,78.25391616546861,5,16,0.27325750954496586,0.6762802237720751,60.0,19,0.9047619047619048,2.7142857142857144,0.619,consistent_ai_leap
55,3,18,100.0,1.8,1.6666666666666667,2.0,3,0.5322385228097555,0.4367567606176544,0.8399937403042811,0.09548176219210108,0.4032369796866267,4,0.4367567606176544,1,0.7553495137717802,0.6239613093357033,-0.18720454871804887,1,-0.7166235739565286,117.20138410875276,5,13,0.14160748393477884,0.4614773678964289,40.0,5,0.2777777777777778,1.0,0.833,daily_sprinter
56,3,21,60.0,3.5,1.6666666666666667,2.6666666666666665,3,0.6468866408116176,0.4656454003170033,1.1243262127809388,0.18124124049461432,0.6586808124639355,5,0.6468866408116176,2,0.717451989054867,0.6239613093357033,-0.15831590901869996,1,-0.49831540982507433,53.929828661192246,2,19,0.4774395719693212,0.0,80.0,8,0.38095238095238093,0.8888888888888888,0.714,hardworker
57,3,5,20.0,2.5,0.0,0.0,0,0.6727223473971906,0.5308083465590058,2.6,0.14191400083818484,2.069191653440994,4,0.5308083465590058,1,2.6,0.6239613093357033,-0.09315296277669749,1,-0.9335706161695226,16.833362479074253,1,4,1.8842111729684738,0.0,60.0,16,3.2,2.2857142857142856,0.75,pure_ai_quick_dump
58,3,7,60.0,1.1666666666666667,0.6666666666666666,0.3333333333333333,2,0.7909401776458427,0.5953667339347446,2.2633135510524087,0.19557344371109808,1.6679468171176641,2,0.5953667339347446,1,2.2633135510524087,0.6239613093357033,-0.028594575400958666,1,-0.9036155848871668,215.62352260567516,2,5,1.2597432419885481,0.0,30.0,20,2.857142857142857,5.0,0.857,benchmark_tweaker
59,3,30,90.0,3.3333333333333335,1.6666666666666667,3.0,1,0.5842374343260182,0.4677618403930206,0.9926871291109194,0.11647559393299756,0.5249252887178988,6,0.4677618403930206,2,0.573920937603984,0.6239613093357033,-0.15619946894268266,1,-0.5534590776844048,117.1481195490078,9,21,0.3980576876802855,0.311207783825203,60.0,10,0.3333333333333333,1.4285714285714286,0.833,hardworker
60,3,21,80.0,2.625,2.3333333333333335,2.0,1,0.5708355722438699,0.48932077518573375,0.8254473749524779,0.08151479705813619,0.33612659976674414,5,0.5158722929160152,2,0.7558125479712788,0.6239613093357033,-0.13464053414996952,1,-0.7137587024977754,174.51558008603666,10,11,0.14434165083773942,0.6559405675283763,50.0,12,0.5714285714285714,2.0,0.905,daily_sprinter
61,3,9,10.0,9.0,0.0,3.0,0,0.6205905723035029,0.5814931273065712,1.9737707739980819,0.039097444996931685,1.3922776466915106,9,0.5814931273065712,2,0.7167999296196512,0.6239613093357033,-0.04246818202913205,1,-0.5887152731452837,10.242089348575803,1,8,1.2280655896746344,0.07674019624132455,30.0,18,2.0,4.5,0.556,late_joiner_dangerous
62,3,20,70.0,2.857142857142857,0.6666666666666666,1.3333333333333333,3,0.6088831176502707,0.3,2.3400556962887933,0.3088831176502707,2.0400556962887935,5,0.5838803828814001,1,0.8348857834292631,0.6239613093357033,-0.3239613093357033,1,0.009345108688958109,175.52240441350614,15,5,1.648534916765033,0.8410507867739627,60.0,1,0.05,0.14285714285714285,0.8,consistent_late_breakthrough
63,3,4,40.0,1.0,0.3333333333333333,0.6666666666666666,0,1.1133668912289039,0.9308993846731881,1.2040816802942391,0.18246750655571575,0.273182295621051,1,1.1476626897564304,1,1.1476626897564304,0.6239613093357033,0.30693807533748485,0,-0.8204526420318957,130.81465227530052,3,1,0.14817170802818924,0.0,70.0,24,6.0,3.0,1.0,hardworker
64,3,20,90.0,2.2222222222222223,2.0,2.3333333333333335,2,0.520664970097966,0.4358428553054949,0.8093991917184354,0.08482211479247109,0.37355633641294056,4,0.49841585557287116,1,0.6997167876911009,0.6239613093357033,-0.18811845403020838,1,-0.8041179551227058,168.2658083339192,3,17,0.189575520501024,0.0,30.0,4,0.2,1.0,0.9,daily_sprinter
65,4,16,50.0,3.2,0.0,4.0,2,0.7223645616389807,0.4771536720364352,0.9929948467316687,0.24521088960254545,0.5158411746952335,5,0.614938958941352,2,0.614938958941352,0.6243988791058416,-0.14724520706940636,1,-0.3645873110599908,84.08772893167102,1,15,0.27255985446334985,0.0,70.0,12,0.75,1.5,0.938,hardworker
66,4,16,60.0,2.6666666666666665,0.6666666666666666,0.3333333333333333,10,0.5121139032170348,0.4641315504394097,2.6,0.04798235277762508,2.1358684495605904,10,0.46831319634199486,4,0.46831319634199486,0.6243988791058416,-0.1602673286664319,1,0.14190615382909175,177.12821082319982,7,9,2.060398685048238,0.965302026937579,40.0,11,0.6875,2.2,0.733,pure_ai_quick_dump
67,4,2,20.0,1.0,0.0,0.3333333333333333,0,1.6718355001469984,0.9160526487247692,2.427618351569228,0.7557828514222292,1.5115657028444587,1,0.9160526487247692,1,0.9160526487247692,0.6243988791058416,0.29165376961892764,0,1.0,0.0,2,0,0.0,0.0,50.0,29,14.5,4.833333333333333,0.5,consistent_late_breakthrough
68,4,19,80.0,2.375,1.6666666666666667,2.6666666666666665,0,0.4158634879334246,0.3,0.6796306720570676,0.1158634879334246,0.37963067205706763,5,0.3427713722646786,3,0.3713316850125654,0.6243988791058416,-0.3243988791058416,1,-0.6456954197316837,183.8403777284712,3,16,0.22794725510434827,0.0,80.0,1,0.05263157894736842,0.1111111111111111,0.789,daily_sprinter
69,4,15,60.0,2.5,0.6666666666666666,1.0,6,1.1347187050824574,0.5240021994059383,2.186781036247918,0.6107165056765191,1.6627788368419796,6,0.5240021994059383,3,0.5526250676077078,0.6243988791058416,-0.10039667969990329,1,-0.7226496100439155,227.00874797243284,10,5,1.615513734225693,0.9623062976420532,20.0,17,1.1333333333333333,5.666666666666667,0.733,ai_dump_sincere_start
70,4,23,90.0,2.5555555555555554,0.6666666666666666,2.3333333333333335,3,0.6214842829497552,0.5251376555377145,1.1449480123746314,0.0963466274120407,0.6198103568369169,5,0.5251376555377145,2,0.5773917019436717,0.6243988791058416,-0.09926122356812705,1,-0.44576697903740475,98.97632290412979,7,16,0.3514616006177047,0.4838940849268111,50.0,18,0.782608695652174,3.0,0.783,consistent_ai_leap
71,4,21,70.0,3.0,1.0,1.6666666666666667,0,0.5758859343420109,0.3825231387368055,2.4505010174433934,0.19336279560520536,2.067977878706588,10,0.4587586112840686,3,0.5758859343420109,0.6243988791058416,-0.24187574036903609,1,0.09934246804698078,99.88967927378332,11,10,1.78361939479676,0.8563942737535827,40.0,6,0.2857142857142857,1.2,0.714,late_joiner_dangerous
72,4,14,80.0,1.75,1.3333333333333333,1.0,1,0.5284822315228037,0.45463421765916356,2.4697556092057127,0.07384801386364015,2.015121391546549,3,0.61850593461626,2,0.4616097292686435,0.6243988791058416,-0.169764661446678,1,-0.4864866780289131,148.84955478210037,1,13,1.779705059868986,0.0,20.0,10,0.7142857142857143,3.3333333333333335,0.786,benchmark_tweaker
