participant_id,competition_id,total_submissions,active_days,submissions_per_day,submission_avg_initial_days,avg_submissions_mid,submissions_end,median_score,top_score,lowest_score,gap_median_top,gap_lowest_top,peak_submissions_per_day,top_score_on_peak_day,peak_submissions_per_hour,top_score_on_peak_hour,claude_min_score,user_min_score_diff,above_below_claude_min,score_time_corr,time_to_best_score_hours,submissions_pre_jump,submissions_post_jump,leap_size,post_jump_score_repetition,quiz_participation,final_rank,rank_to_submissions,rank_to_quiz_participation,description_rate,archetype
11,1,21,7,3.0,2.0,3.3333333333333335,5,0.7177479942992834,0.5068817560912294,2.4027041896929635,0.21086623820805395,1.895822433601734,5,0.6527941129371647,1,0.7133592402384027,0.5959407008493431,-0.08905894475811371,1,-0.606940866514884,223.5137864952549,2,19,1.2046941097260713,0.7066469985738713,7,8,0.38095238095238093,1.0,0.714,hardworker
12,1,33,7,4.714285714285714,2.3333333333333335,4.666666666666667,0,0.5551144517834898,0.4184161289008949,2.48415953634309,0.13669832288259492,2.065743407442195,10,0.4218023096748078,2,0.6056104384012844,0.5959407008493431,-0.17752457194844823,1,-0.7421903991015585,172.5872249918344,5,28,1.2878010996631313,0.733762952910822,5,4,0.12121212121212122,0.6666666666666666,0.879,hardworker
13,1,39,8,4.875,2.0,3.6666666666666665,5,1.0068279159437605,0.671050410967793,2.2148952658525625,0.3357775049759675,1.5438448548847694,10,0.671050410967793,2,1.985314719397756,0.5959407008493431,0.07510971011844991,0,-0.624290483565369,194.03650408433757,4,35,1.1385143423148814,0.004994598840845299,4,14,0.358974358974359,2.8,0.718,consistent_ai_leap
14,1,24,10,2.4,2.0,3.0,3,0.4726804842640231,0.3,1.149630862863681,0.1726804842640231,0.8496308628636811,4,0.5073226805342809,1,1.149630862863681,0.5959407008493431,-0.29594070084934315,1,-0.7883612530094561,120.39752920440816,3,21,0.21530316472887134,0.0,7,1,0.041666666666666664,0.125,0.875,daily_sprinter
15,1,15,5,3.0,0.0,2.0,4,1.4319819699994827,0.5974777272133732,2.1401519486483287,0.8345042427861095,1.5426742214349556,5,1.5208694696077298,2,0.9570183825562201,0.5959407008493431,0.0015370263640300807,0,-0.9428892402802286,132.06423512287336,3,12,0.33154844940825834,0.0,5,12,0.8,2.0,0.733,consistent_late_breakthrough
16,1,39,10,3.9,1.6666666666666667,5.0,3,1.663225706392804,0.9356377224474273,2.459991331353492,0.7275879839453767,1.5243536089060645,10,1.3743276525551833,2,2.212522988384324,0.5959407008493431,0.3396970215980841,0,-0.5547177491635982,197.2379659090746,7,32,1.2069422696127328,0.0,7,17,0.4358974358974359,2.125,0.846,hardworker
17,1,20,9,2.2222222222222223,3.6666666666666665,1.3333333333333333,1,0.715499377629091,0.4152970649031624,1.2472436439069419,0.30020231272592857,0.8319465790037794,4,1.053313324106217,1,1.1623663835792821,0.5959407008493431,-0.18064363594618071,1,-0.87495761609573,231.01221783719,11,9,0.23362086387819436,0.5983261579519119,8,3,0.15,0.3333333333333333,0.9,daily_sprinter
18,1,20,8,2.5,1.6666666666666667,2.3333333333333335,0,0.6134276204751796,0.4319355988988808,1.004481736189514,0.18149202157629885,0.5725461372906332,5,0.49806221498957914,2,0.5176849874417238,0.5959407008493431,-0.16400510195046236,1,-0.7632141546520508,95.63625923007856,11,9,0.24630614165323605,0.5210958626427643,5,5,0.25,0.8333333333333334,0.8,daily_sprinter
19,1,7,2,3.5,0.6666666666666666,1.6666666666666667,0,0.9804940862174941,0.5796913625547677,2.4490259426121286,0.4008027236627264,1.8693345800573609,5,0.5796913625547677,3,0.5796913625547677,0.5959407008493431,-0.01624933829457542,1,-0.9607559363337254,45.23327334397344,2,5,1.4294485129184822,0.0,4,11,1.5714285714285714,2.2,0.571,consistent_ai_leap
20,2,46,9,5.111111111111111,1.6666666666666667,5.666666666666667,10,1.0109574087743862,0.48449841287743917,2.106071162710484,0.526458995896947,1.6215727498330446,10,0.48449841287743917,2,1.1280546160679321,0.5672110202102667,-0.08271260733282754,1,-0.6959330931954939,224.35407646839798,4,42,1.314852921434586,0.3942730176461392,7,13,0.2826086956521739,1.625,0.674,consistent_late_breakthrough
21,2,17,4,4.25,2.3333333333333335,0.3333333333333333,9,0.7058222765030201,0.5411102235597636,2.0763455553435817,0.16471205294325653,1.535235331783818,9,0.5411102235597636,9,0.5411102235597636,0.5672110202102667,-0.026100796650503133,1,-0.9091728564394919,189.14839889119563,6,11,0.2958246443220114,0.5259514826385099,6,15,0.8823529411764706,2.142857142857143,0.529,ai_dump_sincere_start
22,2,12,2,6.0,0.0,0.0,8,0.6464006874489707,0.6074858103904053,0.764031480264287,0.038914877058565445,0.15654566987388174,8,0.6074858103904053,2,0.6087875957907225,0.5672110202102667,0.040274790180138575,0,-0.7662404092270876,27.424365366018435,2,10,0.05334219875099877,0.0,3,18,1.5,4.5,0.667,late_joiner_dangerous
23,2,9,7,1.2857142857142858,0.3333333333333333,0.6666666666666666,2,1.5107051757276433,0.9571798138860327,2.216092366770212,0.5535253618416106,1.2589125528841794,2,1.5107051757276433,1,2.216092366770212,0.5672110202102667,0.389968793675766,0,-0.9691644965140467,205.60972804855263,2,7,0.3019286419807956,0.0,6,29,3.2222222222222223,4.142857142857143,0.667,benchmark_tweaker
24,2,13,8,1.625,1.3333333333333333,1.3333333333333333,2,1.0535308833348864,0.5872627281762893,1.6977877255809757,0.4662681551585971,1.1105249974046862,4,1.0535308833348864,3,1.0535308833348864,0.5672110202102667,0.020051707966022625,0,-0.8759335546707815,168.74730932295384,10,3,0.4416104583813093,0.958344209562055,4,17,1.3076923076923077,3.4,0.769,consistent_ai_leap
25,2,28,7,4.0,4.333333333333333,2.0,0,1.7031297160904115,0.4968672558615483,2.125973994475348,1.2062624602288632,1.6291067386137996,9,0.4968672558615483,6,0.56086254653784,0.5672110202102667,-0.07034376434871842,1,-0.9856301684572905,212.33985817746506,19,9,0.8947874171167526,0.7385790104760184,4,14,0.5,2.8,0.607,ai_dump_sincere_start
26,2,20,5,4.0,1.0,1.3333333333333333,6,1.0959910461325761,0.7423648831571442,2.397599540086974,0.3536261629754319,1.6552346569298297,7,0.8983627185749758,2,1.0779546383386611,0.5672110202102667,0.17515386294687751,0,-0.4589366634643487,215.8138309495698,17,3,1.4459956278170791,0.85106135889816,8,23,1.15,2.5555555555555554,0.95,hardworker
27,2,21,8,2.625,3.0,1.0,2,1.4455189159857829,0.6450462007962882,2.2421076957517942,0.8004727151894947,1.597061494955506,5,0.9757416913322179,2,1.8571705173267499,0.5672110202102667,0.07783518058602146,0,-0.9788070168260361,237.57628458205753,3,18,0.24083384251149997,0.0,8,19,0.9047619047619048,2.111111111111111,0.762,benchmark_tweaker
28,2,33,6,5.5,0.0,4.666666666666667,4,0.742001284334904,0.5414654172277513,1.4863866297754957,0.20053586710715265,0.9449212125477444,10,0.6066119201060123,2,0.8580583216864937,0.5672110202102667,-0.02574560298251538,1,-0.8527882438299386,116.09166276667048,1,32,0.5105082196108364,0.0,7,16,0.48484848484848486,2.0,0.788,consistent_ai_leap
29,2,23,8,2.875,2.6666666666666665,2.3333333333333335,4,0.5976801009761349,0.4308657395753345,1.2007051025345368,0.16681436140080036,0.7698393629592022,4,1.1205159867726742,2,0.8858008331032493,0.5672110202102667,-0.13634528063493218,1,-0.8298877517820374,152.03530262407847,8,15,0.402761514119098,0.4251443534638699,5,6,0.2608695652173913,1.0,0.87,daily_sprinter
30,2,15,9,1.6666666666666667,1.6666666666666667,1.3333333333333333,1,1.477825022417957,0.7435936355395596,2.4421788846193535,0.7342313868783974,1.698585249079794,4,1.8688029482736632,1,2.4421788846193535,0.5672110202102667,0.1763826153292929,0,-0.9827198818494661,186.8913305528501,1,14,0.2952462415901449,0.0,4,24,1.6,4.8,0.533,benchmark_tweaker
31,2,12,2,6.0,0.0,4.0,0,0.531024655185397,0.47531922574913676,2.370594414806118,0.05570542943626022,1.8952751890569812,6,0.5258710309085465,3,0.48810061149496625,0.5672110202102667,-0.09189179446112994,1,-0.4515675506063386,26.977823215681823,1,11,1.8142732535214026,0.516606280695852,6,9,0.75,1.2857142857142858,0.833,late_joiner_dangerous
32,2,5,2,2.5,0.0,1.0,0,2.0137145680882904,1.9557178780468425,2.1215580829444574,0.05799669004144792,0.16584020489761486,3,1.960493975093853,1,2.054148529486604,0.5672110202102667,1.3885068578365758,0,-0.6389842254063236,12.359080728707369,2,3,0.16106410785060432,0.39854216984583735,5,32,6.4,5.333333333333333,0.8,hardworker
33,2,8,2,4.0,0.0,2.6666666666666665,0,1.320499633637004,1.1551794693859532,1.3870717296149688,0.1653201642510509,0.23189226022901566,5,1.1551794693859532,2,1.3164201017987727,0.5672110202102667,0.5879684491756865,0,0.42466837851899547,0.0,7,1,0.15610399169422018,0.0,7,30,3.75,3.75,0.875,low_interest_quitter
34,2,17,7,2.4285714285714284,1.0,1.6666666666666667,3,1.551841206566896,0.6642933853329249,2.2993377532605486,0.8875478212339711,1.6350443679276236,4,1.2816260889553768,1,2.270630059082407,0.5672110202102667,0.09708236512265822,0,-0.9840320873798103,208.03762086192648,7,10,0.31491981448045214,0.0,8,22,1.2941176470588236,2.4444444444444446,0.765,benchmark_tweaker
35,2,17,9,1.8888888888888888,3.0,1.0,0,1.2233213423845755,0.8026283043390294,2.384208414817221,0.42069303804554603,1.5815801104781917,5,0.9415140172378542,3,1.20853870712269,0.5672110202102667,0.23541728412876273,0,-0.5824896680625631,185.67704122954012,1,16,1.498618873492339,0.0,4,26,1.5294117647058822,5.2,0.941,hardworker
36,2,16,8,2.0,1.3333333333333333,3.0,1,1.3379988064574835,0.6472582892357047,2.1814375168299036,0.6907405172217788,1.534179227594199,5,1.1331369570708585,2,1.1331369570708585,0.5672110202102667,0.08004726902543802,0,-0.8989631109388814,189.91294657342658,8,8,0.25927613452953446,0.2729938228669354,6,20,1.25,2.857142857142857,0.75,benchmark_tweaker
37,2,4,1,4.0,0.0,1.3333333333333333,0,1.481923283292503,1.2203236472752406,1.6589054795741975,0.2615996360172623,0.438581832298957,4,1.2203236472752406,1,1.6589054795741975,0.5672110202102667,0.6531126270649739,0,-0.33957053170806617,8.635530683827454,1,3,0.2517265142522964,0.0,4,31,7.75,6.2,1.0,low_interest_quitter
38,2,12,7,1.7142857142857142,1.0,1.3333333333333333,2,1.1504538125366084,0.4788083840436291,2.1643849886620052,0.6716454284929794,1.6855766046183762,3,1.2698352658093208,1,1.031072359263896,0.5672110202102667,-0.08840263616663763,1,-0.8389401410783792,198.00825831651923,3,9,0.3328049798709185,0.188898724847695,4,11,0.9166666666666666,2.2,0.833,hardworker
39,2,18,5,3.6,0.3333333333333333,1.3333333333333333,4,1.156364091301544,0.48284894017347046,2.1816222850723825,0.6735151511280736,1.6987733448989122,6,1.1702540272723563,2,1.4781395876074301,0.5672110202102667,-0.08436208003679624,1,-0.6112170359773388,157.24047611819782,3,15,1.2020945451838358,0.0579211203338309,8,12,0.6666666666666666,1.3333333333333333,0.944,hardworker
40,2,13,7,1.8571428571428572,1.0,0.3333333333333333,1,0.7130870500872692,0.40850895305677115,2.387716590116945,0.3045780970304981,1.9792076370601737,4,0.606308395271099,2,0.7130870500872692,0.5672110202102667,-0.15870206715349555,1,-0.5541401818538969,188.99936001218617,8,5,1.7187862724649714,0.8806013013570092,9,3,0.23076923076923078,0.3,0.692,hardworker
41,2,4,3,1.3333333333333333,0.0,1.0,1,1.2026369684316873,0.6620670625163472,1.4966620822985601,0.5405699059153402,0.834595019782213,2,1.4147348454018798,1,0.9905390914614949,0.5672110202102667,0.09485604230608047,0,-0.7397840327847912,136.5043635991059,3,1,0.7526677828855326,0.0,6,21,5.25,3.0,0.75,hardworker
42,2,10,6,1.6666666666666667,1.0,0.6666666666666666,0,0.9450681383570672,0.7678347599293122,2.044627851100637,0.177233378427755,1.2767930911713248,3,1.3390306905411111,1,2.044627851100637,0.5672110202102667,0.20062373971904546,0,-0.8653800161331248,146.07793658138382,1,9,0.6958558262662704,0.0,5,25,2.5,4.166666666666667,0.9,hardworker
43,2,15,8,1.875,1.3333333333333333,1.6666666666666667,0,1.2574460449175147,0.4708979880661888,2.0554174716693168,0.7865480568513259,1.584519483603128,3,1.032651498685444,2,1.6783501481549226,0.5672110202102667,-0.09631303214407788,1,-0.9044207274696426,157.84575435337442,12,3,0.5617535106192553,0.9088682287968639,6,8,0.5333333333333333,1.1428571428571428,0.533,consistent_ai_leap
44,2,23,9,2.5555555555555554,2.6666666666666665,1.6666666666666667,0,0.5557228681539285,0.47539508634102995,0.9624681731142679,0.08032778181289851,0.48707308677323796,4,0.4775956785270876,2,0.5473586870291405,0.5672110202102667,-0.09181593386923675,1,-0.7021301938658626,179.2675993898882,5,18,0.32298263234824776,0.54247634883526,7,10,0.43478260869565216,1.25,0.826,daily_sprinter
45,2,19,8,2.375,1.6666666666666667,1.6666666666666667,2,0.425368933767436,0.323762366808331,0.8788725588717533,0.10160656695910503,0.5551101920634223,4,0.6046905745849009,2,0.37147776106645025,0.5672110202102667,-0.24344865340193572,1,-0.7739289637778397,115.25297486947373,6,13,0.20216728730731975,0.6241669680989119,8,1,0.05263157894736842,0.1111111111111111,0.947,daily_sprinter
46,2,15,4,3.75,1.0,0.0,10,0.5589244703651098,0.4629431177211153,2.2056518968709664,0.09598135264399454,1.7427087791498512,10,0.47935839672469244,3,0.5368619308657632,0.5672110202102667,-0.10426790248915141,1,0.15992170920677032,0.0,6,9,1.6133048588987213,0.9506030236728784,4,7,0.4666666666666667,1.4,0.571,pure_ai_quick_dump
47,2,10,1,10.0,0.0,0.0,0,0.539311957879526,0.42390079281956866,2.2520903453271677,0.11541116505995735,1.828189552507599,10,0.42390079281956866,2,0.42390079281956866,0.5672110202102667,-0.14331022739069804,1,-0.5616284674946452,17.297535276045323,1,9,1.6243013609823613,0.0,6,5,0.5,0.7142857142857143,0.7,late_joiner_dangerous
48,2,26,10,2.6,2.3333333333333335,3.3333333333333335,1,1.3700382511245608,0.41176031007237623,2.232085396158706,0.9582779410521846,1.8203250860863296,6,0.508554334074309,2,1.5867492696735013,0.5672110202102667,-0.15545071013789047,1,-0.9861439779911818,236.9273835584011,12,14,0.2595215918807814,0.0,8,4,0.15384615384615385,0.4444444444444444,0.769,benchmark_tweaker
49,2,2,1,2.0,0.0,0.0,0,1.1721417678759807,0.9058263560880125,1.4384571796639487,0.26631541178796814,0.5326308235759362,2,0.9058263560880125,1,0.9058263560880125,0.5672110202102667,0.33861533587774584,0,1.0,0.0,2,0,0.0,0.0,6,27,13.5,3.857142857142857,0.5,consistent_ai_leap
50,2,20,7,2.857142857142857,0.6666666666666666,2.3333333333333335,4,0.9057773180403077,0.37949299163030603,2.295951997518829,0.5262843264100017,1.916459005888523,4,1.387414564565318,2,1.5278496142427578,0.5672110202102667,-0.18771802857996067,1,-0.8085475176991652,193.26341864879404,1,19,1.472695765159819,0.0,6,2,0.1,0.2857142857142857,0.9,consistent_late_breakthrough
51,2,2,2,1.0,0.3333333333333333,0.3333333333333333,0,1.6121140604515296,0.9429882335335174,2.281239887369542,0.6691258269180123,1.3382516538360247,1,2.281239887369542,1,2.281239887369542,0.5672110202102667,0.37577721332325065,0,-0.9999999999999999,71.49277961312609,2,0,0.0,0.0,6,28,14.0,4.0,0.5,consistent_ai_leap
52,3,20,7,2.857142857142857,1.0,3.0,0,1.6821907863482897,0.7147517152419235,2.2825132960693924,0.9674390711063662,1.5677615808274687,6,1.129942468193356,3,0.7147517152419235,0.5476425040479624,0.16710921119396105,0,-0.29212755521016737,69.89904819304533,6,14,1.2269793496722734,0.20135033045590411,8,16,0.8,1.7777777777777777,0.75,hardworker
53,3,12,2,6.0,0.0,1.6666666666666667,0,0.5161521973973741,0.3722069147381028,1.9608888672322586,0.14394528265927126,1.5886819524941558,7,0.3722069147381028,5,0.3722069147381028,0.5476425040479624,-0.17543558930985964,1,-0.6062584401261152,25.50801426280941,1,11,1.3176051896521321,0.0,5,3,0.25,0.5,0.667,late_joiner_dangerous
54,3,10,6,1.6666666666666667,0.6666666666666666,1.0,3,1.152986922383509,0.4946266763572037,2.5560710576895134,0.6583602460263053,2.0614443813323096,3,0.4946266763572037,2,0.4946266763572037,0.5476425040479624,-0.05301582769075874,1,-0.20253512328346118,192.69496558598672,8,2,2.0614443813323096,0.9232197086190466,5,8,0.8,1.3333333333333333,0.9,ai_dump_sincere_start
55,3,30,10,3.0,3.3333333333333335,3.3333333333333335,1,0.48962289633751543,0.35938582393539575,1.3592347044640405,0.13023707240211968,0.9998488805286447,5,0.35938582393539575,2,0.3988832241670721,0.5476425040479624,-0.1882566801125667,1,-0.812771559968104,105.07935893171653,7,23,0.18100453378224846,0.01900612288894743,8,2,0.06666666666666667,0.2222222222222222,0.833,daily_sprinter
56,3,6,3,2.0,1.0,0.0,1,1.1152660991332168,0.5120983406996096,2.1984581420687164,0.6031677584336073,1.6863598013691068,3,0.9179808203227471,3,0.9179808203227471,0.5476425040479624,-0.035544163348352864,1,-0.2669664759145952,184.2471669314296,5,1,0.7188867617686179,0.0,7,9,1.5,1.125,0.667,hardworker
57,3,18,8,2.25,1.0,0.6666666666666666,2,0.5868827256244447,0.4571104982022647,1.3373527851625404,0.12977222742217998,0.8802422869602757,4,0.5420888163604708,1,1.3373527851625404,0.5476425040479624,-0.09053200584569776,1,-0.8705924942813253,201.3471750001343,4,14,0.32279084665834434,0.7353517366166087,3,6,0.3333333333333333,1.5,0.889,daily_sprinter
58,3,26,8,3.25,0.3333333333333333,3.3333333333333335,8,1.1281676044598974,0.4724145367577003,2.252555486455242,0.6557530677021971,1.7801409496975418,8,0.4724145367577003,3,0.4724145367577003,0.5476425040479624,-0.07522796729026215,1,-0.8909577941740986,194.51214264890234,4,22,0.8819393859047442,0.0,5,7,0.2692307692307692,1.1666666666666667,0.731,consistent_late_breakthrough
59,3,10,4,2.5,1.0,1.6666666666666667,0,1.7863033451398196,0.5904798801452166,2.2817072712445627,1.1958234649946031,1.6912273910993463,4,1.930604395772479,2,1.0335862476320046,0.5476425040479624,0.04283737609725413,0,-0.13904516649864815,103.69351111923967,1,9,0.9169941532838393,0.0,2,10,1.0,3.3333333333333335,0.7,consistent_ai_leap
60,3,16,7,2.2857142857142856,1.6666666666666667,1.3333333333333333,2,1.018951019058059,0.6869501099802531,2.1073218278581973,0.332000909077806,1.4203717178779443,3,0.9817687373413768,2,0.8652192377659783,0.5476425040479624,0.13930760593229063,0,-0.6700194829933294,183.70249907756215,2,14,0.8207029248944124,0.6738956170984904,7,14,0.875,1.75,0.875,hardworker
61,3,6,4,1.5,0.3333333333333333,1.6666666666666667,0,1.9891937626784886,1.210065044466313,2.0890802414921366,0.7791287182121756,0.8790151970258235,3,1.8735881341737697,1,1.210065044466313,0.5476425040479624,0.6624225404183506,0,0.8332860859861666,0.0,4,2,0.1288873100857839,0.8652988569530047,9,18,3.0,1.8,1.0,hardworker
62,3,35,8,4.375,2.3333333333333335,3.0,5,1.4122088595680529,0.6698251295353614,2.2766368825284315,0.7423837300326914,1.60681175299307,8,1.1548866409302694,3,2.152675072446499,0.5476425040479624,0.122182625487399,0,-0.655309294767746,183.4081936381944,8,27,1.0427901740722862,0.021262372482994674,8,13,0.37142857142857144,1.4444444444444444,0.771,consistent_late_breakthrough
63,3,15,6,2.5,0.0,2.0,0,1.2144473303688175,0.6442342434731891,1.917411708407518,0.5702130868956283,1.2731774649343288,3,1.2144473303688175,2,1.041478245173429,0.5476425040479624,0.0965917394252267,0,-0.7420433810639344,124.54594331063652,11,4,0.23540969365106057,0.7117629383419455,4,12,0.8,2.4,0.8,hardworker
64,3,6,2,3.0,2.0,0.0,0,0.8505294447051663,0.6919615037051728,0.9581935443520989,0.1585679409999935,0.26623204064692607,5,0.6919615037051728,2,0.8620442288781306,0.5476425040479624,0.1443189996572104,0,-0.3849090049574823,18.90263764711434,1,5,0.26623204064692607,0.0,3,15,2.5,3.75,0.333,low_interest_quitter
65,3,14,4,3.5,0.3333333333333333,4.333333333333333,0,2.0268973564948514,1.0698099183827294,2.2673537781628657,0.9570874381121219,1.1975438597801362,7,1.691892718009104,3,1.691892718009104,0.5476425040479624,0.522167414334767,0,0.03904106680952187,22.375886392840087,3,11,1.1885466300538792,0.12193018341303397,4,17,1.2142857142857142,3.4,0.857,hardworker
66,3,6,1,6.0,2.0,0.0,0,2.038348068514236,1.9447052449730833,2.161437150761364,0.09364282354115283,0.21673190578828083,6,1.9447052449730833,2,1.9447052449730833,0.5476425040479624,1.3970627409251208,0,0.6041880552432165,0.5766521436838588,4,2,0.13426865820585698,0.5545936931907832,1,19,3.1666666666666665,9.5,0.5,low_interest_quitter
67,3,20,3,6.666666666666667,0.6666666666666666,6.0,0,0.5246017149783333,0.42103264845189864,0.6324136380627543,0.10356906652643466,0.21138098961085566,10,0.42103264845189864,2,0.531027521527392,0.5476425040479624,-0.1266098555960638,1,-0.4233250794770088,39.20553433039784,5,15,0.15078448017470358,0.2765522041439955,3,4,0.2,1.0,0.75,late_joiner_dangerous
68,3,31,9,3.4444444444444446,4.0,2.3333333333333335,2,0.5939522398568146,0.4223086706937444,1.670241499042543,0.17164356916307016,1.2479328283487985,4,1.541050921452608,2,0.5475542995989038,0.5476425040479624,-0.12533383335421805,1,-0.8107269716339176,147.7122240467974,12,19,0.4895026539701359,0.8059332003989655,7,5,0.16129032258064516,0.625,0.839,daily_sprinter
69,3,29,9,3.2222222222222223,2.0,2.0,5,0.9371615196301015,0.30130411140157976,1.4863059838655124,0.6358574082285218,1.1850018724639326,5,0.8783343739868011,1,0.8456378060637548,0.5476425040479624,-0.2463383926463827,1,-0.6821582608839344,201.1412894123907,3,26,0.4534658785745158,0.0,7,1,0.034482758620689655,0.125,0.793,consistent_late_breakthrough
70,3,31,8,3.875,0.6666666666666666,2.3333333333333335,8,1.3315067627690726,0.6098370037792492,2.0837832444057343,0.7216697589898234,1.4739462406264852,10,0.8440693804000381,3,1.598594793323935,0.5476425040479624,0.06219449973128677,0,-0.6591919814044234,180.58321424878824,1,30,0.7143762053470426,0.0,5,11,0.3548387096774194,1.8333333333333333,0.613,consistent_ai_leap
71,4,14,10,1.4,1.3333333333333333,1.6666666666666667,1,0.6058687326394174,0.5120697220918048,1.377907070788699,0.09379901054761264,0.8658373486968941,3,0.5399603864065855,1,1.377907070788699,0.5597392895430134,-0.04766956745120865,1,-0.8359250302237013,143.2560842696438,4,10,0.30133179739891003,0.782746957673546,8,15,1.0714285714285714,1.6666666666666667,0.786,daily_sprinter
72,4,10,4,2.5,1.0,2.3333333333333335,0,0.8754854192358774,0.6929709007788065,2.346416909629662,0.1825145184570709,1.6534460088508554,3,0.9416304646589473,1,2.346416909629662,0.5597392895430134,0.13323161123579308,0,-0.6918423468258768,72.7812536248483,1,9,1.4047864449707146,0.0,7,27,2.7,3.375,0.7,hardworker
73,4,16,6,2.6666666666666665,0.6666666666666666,1.0,4,1.2428741654548157,0.7637168075315107,2.306466999804272,0.47915735792330494,1.5427501922727616,4,1.160759684622346,1,1.0888292760776068,0.5597392895430134,0.20397751798849728,0,-0.722560973302646,201.91788462040665,2,14,0.7877945770544179,0.5362590327263057,5,30,1.875,5.0,0.875,hardworker
74,4,15,6,2.5,0.3333333333333333,3.0,0,0.81535231042114,0.5587318852050779,2.534556480113126,0.2566204252160621,1.975824594908048,5,0.81535231042114,1,2.3170810048283172,0.5597392895430134,-0.001007404337935558,1,-0.6678818668060377,133.89828216918488,6,9,1.4771878813255042,0.8530503934261999,8,19,1.2666666666666666,2.111111111111111,0.867,hardworker
